,0,1,2
19,1 star rating,"Jul 1, 2023","So dirty, trash everywhere, needles, poop, unsafe, something totally out of control. Beside that, it's very expensive for that low quality. Also....the train cars are so old and out of date...."
20,1 star rating,"Sep 7, 2023","want lips kisses lips...butt kisses butt? Ridiculously, they've changed all trains to 6 carts only even during peak hours. dont even think of getting a seat and have a luxurious ride. Fare jumpers continue to jump the gate with no consequences. Druggers...homeless dirtying all the trains. Only punishing the working class  and taxpayers to pay for all the scumbags."
21,1 star rating,"Jan 25, 2023",Updating on how Bart is lately. 99% of the time they are running on 8 car train even during peak time. So its crowed and all packed together when trains are running late. Most crowed especially around 5pm on weekdays. Sometimes even cancelling out a train. Been taking Bart for the past 10 years and seems like service is going downhill. Drug addicts and homeless are down at Civic Center station hanging out daily.
22,1 star rating,"Jun 2, 2022","Horrible, disappointed and disgusting. Its peak hrs and always cancelled every other trains on the Berryessa line both AM and PM. Also shorten from a 10 cars train to 9 cars. Felt like bunch of sardines packed in a can. Catch COVID sooner or later.  Stairs are disguesting with pee smell. Bay Area Shit Transit."
23,3 star rating,"Sep 29, 2022","It gets you where you need to go.  Security has increased. Trains are cleaner than before. New trains provide more support for standing -- less seating, but it's a reasonable compromise. Seats are better. Sound filtering is better than before. Customer service is relatively prompt, but needs improvement on friendliness and attention to customer concern. Escalator directions could use consistency. Preferably they would go up at all times. Station cleanliness needs drastic improvement."
24,1 star rating,"Jun 21, 2023",Not reliable whatsoever. Buy/rent a car. If you are forced to use it just know that there will be delays and you could get robbed. Welcome to the bay sorry we dont have decent transit and sadly BART holds us back from ever getting any
25,1 star rating,"Mar 26, 2023","I was atta today by a black man who actually works for Bart. he punched me in the face , tried to still my phone and broke my glasses. my office is near Civic Ctr. station so it's really crazy there. people shooting up, vomiting , urinating, defecating  , etc. complete madness on BART. Fare evadees every where and there's no poli to be seen. Bart has no future if they don't address these issue."
26,1 star rating,"Dec 29, 2022","Why people hate BART...1. You don't feel safe. 2. Not clean. You are afraid to have a seat even on the new cars. Every car has a strong urine odor. 3. Homeless people are in every car.4. People are disrespectful, yell, cuss, play loud music, smell, smoke, etc.5. Poor communication if there are delays.6. Half the riders hop on free and no one cares.7. Employees don't get paid enough to care.8. BART police are unseen, sit back, wait for something to happen, and respond later. 9. Security cameras... do they even work? 10. It is dated.  Everything from the old train cars to the robotic announcements need an upgrade. If BART wants a bailout and a measure on the ballot... no thank you.Shame on you, BART! SHAME! Take some notes from Vancouver's public transportation. Canada does it right. Or not. Keep doing what you are doing."
27,1 star rating,"Feb 20, 2023","Awful, awful service. I mean there is never a day without out something going wrong. Chronically late. Poor scheduling of trains even during rush hours. If its after 7pm the average wait time nearly doubles to 30/40min waits usually longer due to late trains. ""Rapid"" is wildly misleading. Trains rarely move a full speed. A 30min drive on bart will be over an hour of travel time. And the ticket disperse and old and rarely work correctly. Missed a train due to malfunctioning during payment. Avoid using it as much as possible. I know I will be."
28,3 star rating,,"Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
29,Filter reviews by 1 star rating,,"Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
30,1 star rating,"Oct 12, 2023","Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
31,1 star rating,"Dec 13, 2022",BART lost my commuting ridership for two reasons:1) It's insulting and infuriating to me that basically every fifth person just jumps over the gates for free and no one cares. I'm paying full price and the free riders act like it's their right.2) The majority of the free riders are vagrant drug attics. The do their drugs in the train often smoking something that smell synthetic that eve permeates your mask. They leave their garbage in the train. A lot are also mentally unstable and make the train unsafe. Some may scoff but this is reality!I would propose that Bart does a pilot program to install New York like gates that go all the way up. Test this at a pilot station then install more. Until the two points I listed above are addressed I would rather pay more to park than ride Bart. It's sad because I know Bart has a budget deficit and decreased ridership. But the Bay Area needs Bart!
32,1 star rating,"Dec 12, 2022","It is so vile and disgusting being on the train. The train reeked of cigarettes and the next car reeked of pot. Homeless and their gear all over the place. Food and drink containers all over the floor in multiple cars. Food and candy on the ultra dirty seats, above a dirty sticky floor. Covid would be scared of this monstrosity, and leave the train. A ripped seat  on the floor. The foul smell bad body order.  Dirty clothes on the floor with no owner in sight.  Then a few people jump the exit without paying. BART should be disgusted with itself."
33,3 star rating,"Jun 9, 2022","I recently took BART for the first time since the 1970's when it opened to get from SFO to Berkeley. It was so efficient and I am so grateful that it exists. However, it was not the best experience people-wise and that is not so much a reflection of BART as it is of the times.A crack addict rode near me and scratched, genuflected and spewed some kind of dander all over the place while panhandlers sauntered about asking for handouts. An armed policeman walked through many minutes after this had all occurred. That is a 1-star review experience, my friends. The elevator and grounds were sketchy and kinda gross."
34,3 star rating,"Jan 18, 2023","Took the train to the Oakland Airport from North Concord on a Sunday.Ride was good until I transferred to the Coliseum. Glad I don't do this often.I did take BART back home two weeks later.  It wasn't any better, but on a positive note, the senior clipper pass is a good deal!"
35,2 star rating,"Oct 18, 2021","Public transportation is dear to my heart.New hours since August 2021 as we emerge frompandemic: WD: 5am-MN                    Sat: 8am-MN                    Sun: 8am-9pmOne star deducted in comparison to DC Metrofor safety, cleanliness, lack of airport surchargeand promotion of color designation of various lines. Kudos for Clipper Card."
36,1 star rating,"Jul 11, 2023","Don't I wish I could use public transportation but by all means, it doesn't work for me. The location in question - Berryessa San Jose. Once again, there are no Zeros or negative numbers in the Star options. The ""brief"" version:It took me almost 5 minutes to find a ticket machine for parking to pay, more out of orders than working ones, finally I made it - too bad I missed the first train. I have a Clipper account, charged with $30 (months ago), have the Clipper App downloaded and it confirms the $30 on the card, using an Android phone with NFC and I thought I am ready to go. Well, the card reader that did not have the ""out of order"" sticker did not cooperate. It was very persistent telling me please touch card again. So, it recognized there was a card - my phone with NFC - but it refused to let me into the station. After many attempts at all possible entrances, I pressed the ""help button"". The recommendation was to call Clipper, they are responsible :( I called and they told me, the Clipper App is not what I need, I need Google wallet to get in. Okay, I downloaded Google wallet and sure enough the Clipper card showed up with a $30 amount, isn't life wonderful :) Unfortunately the next train just left the station. Here we go, convinced the stupid Clipper system finally lets me in - WRONG - same message, please touch card again at all possible scanners I found. At the main entrance I found a lady from BART, explained my situation and what I tried, she apologized profoundly and recommended to buy a new plastic Clipper card, charging it with another amount to use it. Most of the Clipper machines where out of order and the one working did not offer a ""buy Clipper card"" option. She tried to use my phone as well to get in, no such luck. The whole user / customer / passenger (not really) experience was worse than ever before when it was much easier to buy a ticket for a single ride. The next train was gone by now and after about 40 minutes utterly frustrated, I decided to skip my trip to SFO as I was in such a bad mood, nothing positive was to be expected.What I did not mention, this was the second time with a very similar experience, the first time I had to drive to Oakland airport to pick up my daughter instead of taking BART. Maybe I was just an outlier, but I need to make sure that there is a record of the overall miserable customer experience at this location. Don't think that BART is a viable alternative for people like myself using the (well trying to use) the transit system every now and them.I am a big fan of public transportation, if it works, like it does in other countries, but I do understand if people in the Bay Area consider it a waste of money subsidizing BART.Just close it down and provide free UBER or LYFT, probably cheaper and for sure more reliable."
37,3 star rating,"Oct 11, 2022","Why on earth are the announcements so soft? Who are you talking to? Nobody can hear a thing above the noise. Also the milbrea/sfo is a pain - sometimes sfo first, sometimes milbrea, sometimes ending at sfo and going back missing milbrea. What the heck at least announce something we can hear so I don't have to watch every station at the end - pain since the boards never make it clear before boarding - almost seems random - nobody laughing and constantly people getting the wrong stop"
38,1 star rating,"Oct 28, 2022",Unreliable. Always late not following the schedule. Stinky with garbage scattering inside train.
39,2 star rating,"Oct 17, 2022",Infection central SUPER NASTY SMELLY TRAINS ...some that haven't been cleaned at all... coronavirus is real Bart don't clean or sanitize  as much as they should
40,3 star rating,,"Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
41,Filter reviews by 1 star rating,,"Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
42,1 star rating,"Oct 12, 2023","Honestly I can now see one of the reasons Bart's ridership is down. It's too damned hard to get a ticket to ride it. My phone that is four years old is too new it says for me to be able to use App. I could buy a clipper card but in order to do that there is a $3.00 fee which is waived if you allow for deduction monthly from your account. I can find no place to tell me how to add rides to card, or if the $3.00 is a monthly fee. Also in their contract they state they share your info and are not responsible for their content. They say I can use Google wallet, but I don't need one more way to access money or give another corporation my account data. Bart itself has a separate website you can't buy tickets from. Too much technology has ruined the ease of things. More access to my bank account is not better. My info sold to third parties because I just want to go for a ride is not better. I guess I won't be riding bart. :)"
43,1 star rating,"Dec 13, 2022",BART lost my commuting ridership for two reasons:1) It's insulting and infuriating to me that basically every fifth person just jumps over the gates for free and no one cares. I'm paying full price and the free riders act like it's their right.2) The majority of the free riders are vagrant drug attics. The do their drugs in the train often smoking something that smell synthetic that eve permeates your mask. They leave their garbage in the train. A lot are also mentally unstable and make the train unsafe. Some may scoff but this is reality!I would propose that Bart does a pilot program to install New York like gates that go all the way up. Test this at a pilot station then install more. Until the two points I listed above are addressed I would rather pay more to park than ride Bart. It's sad because I know Bart has a budget deficit and decreased ridership. But the Bay Area needs Bart!
44,1 star rating,"Dec 12, 2022","It is so vile and disgusting being on the train. The train reeked of cigarettes and the next car reeked of pot. Homeless and their gear all over the place. Food and drink containers all over the floor in multiple cars. Food and candy on the ultra dirty seats, above a dirty sticky floor. Covid would be scared of this monstrosity, and leave the train. A ripped seat  on the floor. The foul smell bad body order.  Dirty clothes on the floor with no owner in sight.  Then a few people jump the exit without paying. BART should be disgusted with itself."
45,3 star rating,"Jun 9, 2022","I recently took BART for the first time since the 1970's when it opened to get from SFO to Berkeley. It was so efficient and I am so grateful that it exists. However, it was not the best experience people-wise and that is not so much a reflection of BART as it is of the times.A crack addict rode near me and scratched, genuflected and spewed some kind of dander all over the place while panhandlers sauntered about asking for handouts. An armed policeman walked through many minutes after this had all occurred. That is a 1-star review experience, my friends. The elevator and grounds were sketchy and kinda gross."
46,3 star rating,"Jan 18, 2023","Took the train to the Oakland Airport from North Concord on a Sunday.Ride was good until I transferred to the Coliseum. Glad I don't do this often.I did take BART back home two weeks later.  It wasn't any better, but on a positive note, the senior clipper pass is a good deal!"
47,2 star rating,"Oct 18, 2021","Public transportation is dear to my heart.New hours since August 2021 as we emerge frompandemic: WD: 5am-MN                    Sat: 8am-MN                    Sun: 8am-9pmOne star deducted in comparison to DC Metrofor safety, cleanliness, lack of airport surchargeand promotion of color designation of various lines. Kudos for Clipper Card."
48,1 star rating,"Jul 11, 2023","Don't I wish I could use public transportation but by all means, it doesn't work for me. The location in question - Berryessa San Jose. Once again, there are no Zeros or negative numbers in the Star options. The ""brief"" version:It took me almost 5 minutes to find a ticket machine for parking to pay, more out of orders than working ones, finally I made it - too bad I missed the first train. I have a Clipper account, charged with $30 (months ago), have the Clipper App downloaded and it confirms the $30 on the card, using an Android phone with NFC and I thought I am ready to go. Well, the card reader that did not have the ""out of order"" sticker did not cooperate. It was very persistent telling me please touch card again. So, it recognized there was a card - my phone with NFC - but it refused to let me into the station. After many attempts at all possible entrances, I pressed the ""help button"". The recommendation was to call Clipper, they are responsible :( I called and they told me, the Clipper App is not what I need, I need Google wallet to get in. Okay, I downloaded Google wallet and sure enough the Clipper card showed up with a $30 amount, isn't life wonderful :) Unfortunately the next train just left the station. Here we go, convinced the stupid Clipper system finally lets me in - WRONG - same message, please touch card again at all possible scanners I found. At the main entrance I found a lady from BART, explained my situation and what I tried, she apologized profoundly and recommended to buy a new plastic Clipper card, charging it with another amount to use it. Most of the Clipper machines where out of order and the one working did not offer a ""buy Clipper card"" option. She tried to use my phone as well to get in, no such luck. The whole user / customer / passenger (not really) experience was worse than ever before when it was much easier to buy a ticket for a single ride. The next train was gone by now and after about 40 minutes utterly frustrated, I decided to skip my trip to SFO as I was in such a bad mood, nothing positive was to be expected.What I did not mention, this was the second time with a very similar experience, the first time I had to drive to Oakland airport to pick up my daughter instead of taking BART. Maybe I was just an outlier, but I need to make sure that there is a record of the overall miserable customer experience at this location. Don't think that BART is a viable alternative for people like myself using the (well trying to use) the transit system every now and them.I am a big fan of public transportation, if it works, like it does in other countries, but I do understand if people in the Bay Area consider it a waste of money subsidizing BART.Just close it down and provide free UBER or LYFT, probably cheaper and for sure more reliable."
49,3 star rating,"Oct 11, 2022","Why on earth are the announcements so soft? Who are you talking to? Nobody can hear a thing above the noise. Also the milbrea/sfo is a pain - sometimes sfo first, sometimes milbrea, sometimes ending at sfo and going back missing milbrea. What the heck at least announce something we can hear so I don't have to watch every station at the end - pain since the boards never make it clear before boarding - almost seems random - nobody laughing and constantly people getting the wrong stop"
50,1 star rating,"Oct 28, 2022",Unreliable. Always late not following the schedule. Stinky with garbage scattering inside train.
51,2 star rating,"Oct 17, 2022",Infection central SUPER NASTY SMELLY TRAINS ...some that haven't been cleaned at all... coronavirus is real Bart don't clean or sanitize  as much as they should
52,3 star rating,,"Train is functioning. Worn out and dirty seats. Dirty window sills. Not exactly the kind of train I expect to ride in in one of the most expensive cities to live in the US or the world probably. I guess when it is the only transportation option you have, people will eventually get used to it."
53,Filter reviews by 1 star rating,,"Train is functioning. Worn out and dirty seats. Dirty window sills. Not exactly the kind of train I expect to ride in in one of the most expensive cities to live in the US or the world probably. I guess when it is the only transportation option you have, people will eventually get used to it."
54,1 star rating,"Apr 20, 2022","Train is functioning. Worn out and dirty seats. Dirty window sills. Not exactly the kind of train I expect to ride in in one of the most expensive cities to live in the US or the world probably. I guess when it is the only transportation option you have, people will eventually get used to it."
55,1 star rating,"Sep 2, 2018","This update is about two months overdue. On July 1, 2018, at approximately 3:10 PM, I boarded the Dublin Pleasanton BART train at the Fruitvale Station with destination to the last stop in Pleasanton for the Alameda County Fair.Much to my disgust when I entered one of the cars, I could not sit in a certain section. I had to walk down to the other end of the car while the train was moving to find an available clean seat. What I saw was atrocious and the first thought that ran through my mind was why are they not doing maintenance inspection on these cars? Why even put this car in service when the seats are heavily damaged? I don't consider the condition these seats are in a safe one for passengers."
56,1 star rating,"Oct 17, 2013","I have to agree with the other two yelpers in giving a one star for the strike.  Shame on the people on both sides of the fence that they can't come to some sort of resolution/agreement on this dispute.  I feel for the people who have to rely on BART as their source of commuting to and from work.  For me, it's a different story.Ever since BART went on strike back in July, I had the good fortune to find another form of transportation for commuting to and from work - the San Francisco Ferry leaving from the Alameda Main Terminal.  I vowed never to return to riding BART, but I had to do so at least 5 times due to convenience.  The ferry boat ride cost me more, but to have a bar and restroom facility on board and then not worry too much about potential thievery of laptops and smartphones by some passengers who were scumbags, suited me fine.Now, the different story between the passengers relying on BART and myself is I stopped commuting to and from work since October 1.  I'm on a second journey in my life, and BART is not in the picture."
57,1 star rating,"Jul 29, 2022","Bart is the WORST transit system I have ever been on. I've been on several others and it's sad how terrible Bart is. It's dirty, never on time, stops randomly for what seems like no reason, stops are cancelled, the people who work at Bart are rude as hell. I've avoided Bart for years but decided to give it another shot since we're going to a baseball game and it's supposed to be the most convenient way to get there... and it's taken over 2 hours to go on a route that should take 1 hour a 4 minutes and we're not even there yet. Honestly I would rather walk the 30 miles than be subjected to this slow-moving petrie dish. Bart sucks."
58,4 star rating,"Mar 14, 2018","Hey, It's BART!  Better than renting a car, paying tolls and parking, gas, etc.  It's cheaper, less stressful, and easy to use.  Cost is relative considering how expensive it is to drive in SF and find parking (nearly impossible or excessively expensive)Went from Oakland Airport/Coliseum to SF Powell St. costing $21.90 round trip (Yes $10.95 each way).  If you're flying, BUY the round trip ticket as the price will NOT change.BART has a tram that comes & goes to the airport and the Coliseum Station.  From that Station, you can catch the trains to any location in any direction (Fremont, Richmond, Pittsburg, San Francisco, SFO).Quiet ride today compared to other times because the trains operate on steel rails and wheel so at 70mph through the Bay Area tunnel can get VERY loud."
59,1 star rating,"Nov 28, 2021","This is a joke.Dirty stations. They clean them maybe once a week, not so sure, though.Dirty trains. Litter and dirt everywhere on the seats. The smell, too.Delays are how they operate. Ever heard of arriving on time?And my favorite, let's close early on Sunday night when people arrive at the airport.Still want to use BART?"
60,1 star rating,"Feb 12, 2022","My go to for transportation to and from 24th St to Powell St for 20 years.Sadly it has become more disgusting, dirty and dangerous. Zero oversight for fare evaders, I see folks daily hop the turnstiles in full view of the agents... some carrying open alcohol, etc. Aggressive panhandling, shirtless, shoeless, you name it. Always an uncomfortable and unsafe feeling, especially weekends, when trains run every 30 minutes so you are subjected to bad behavior and harassment for an extended time.  Seems like fare enforcement would be a nice start to a more civilized experience."
