Rating,Date,Review
4,"Sep 8, 2021","CTA exceeds my expectations.They're not perfect, but no transit system is.Here's what I like:Drivers and staff are friendly and helpful. They might be direct and talk loudly to be heard, but they are helping you with good intentions. I've had overwhelmingly great experiences with almost everyone.The system has a long history and the routes have worked themselves out mostly well. Things tend to run often.There's at least one rock band named after them. (Chicago, formerly Chicago Transit Authority, which was too long for rock and rollers, who were into the whole brevity thing)What I don't like:Random and unexplained delays, too often.Train cars aren't patrolled. People will beg for money, sometimes aggressively. Other situations might arise where you're on your own.In summary, quit driving and start bussing and training. Not training... L-ing, I mean.. Or uhh, take the train, that is!"
1,"May 2, 2022",The red line trains look more like a shelter for homeless people. And it's only getting worse over time
5,"Sep 24, 2021","I write this review to highlight the extraordinary service of three CTA train operators. Firstly I mention Barron of the Purple Line Express. His rides are experiences. I feel as though I am being transported on the Disneyland Monorail. The ride is smooth and precise, allowing me to enjoy the sights of Chicago. Barron is friendly and respectful. I have dubbed his run as ""The Barron Express."" Secondly I mention Cynthia of the Brown Line. The energy and cheer that she provides is out of this world. I think that she was born of another planet! Thirdly I mention Kevin of the Brown Line. He is a hunk who operates skillfully and kindly. I am grateful to these divine humans who take me where I need to go! Oh, and I love the CTA so muchly that I don a CTA hat in the wintertime (see picture). Thank you, CTA!"
1,"Dec 13, 2021","I was taking a friend from Florida all around the city and he was excited to ride the CTA and we bought a single ride pass which we is suppose to give you two transfers within two hours. Well every time we tried too use the transfers well within two hours it would not let us through saying it expired!!!!Plus we kept seeing smelly people sleeping all over the trains or people smoking several times or people rapping loudly a few times or yelling!Suddenly his excitement for the CTA and us riding it for 3 weeks went away as we could not count on it and it seemed silly to have to keep spending 3 dollars to get back on the trains and buses after only one hour especially when it claims you have two hours in which to use two transfers! And to do so with the sleeping, smoking, rapping, etc we kept encountering!On top of all of that there are always people bugging me for MY money and not taking no for an answer and people blaring their crap music.If the CTA is going to announce that things like talking on the phone, radio playing and smoking and demanding my money is not allowed then they need to enforce those rules!  As every single time I am on the CTA someone is on the phone being loud, playing music loud and always demanding I give them money and all the other things mentioned!Even now with new reduced fares which is great!  But due to all of the above I am not so anxious to take advantage of it sadly. The CTA like the rest of the city cannot control the endless bad pathetic behavior of so many in this city!"
3,"Mar 30, 2018","Omg it's raining CTAs and DGOs right now, it's making my dylsexia come out really dab!The CTA in general is okay. It's not quite as extensive as the New York System but it does work. There aren't really ways to get from one end of town to another in such a speedy way as the subway in New York City, and London also has a better subway system than anything on offer in Chicago. Having said that it's a lot better than some places. Los Angeles, Washington DC, I'm looking at you.Having said all that you have to say the elevated train is pretty amazing. But then so is your mother's body considering her age."
3,"Feb 17, 2020","For tourists, this is a passable way for getting around the city, especially if you are staying in the downtown Loop area. There are many stops that are close by all the famous attractions. However, for such a big city, I was surprised that the trains do not come more often. It was normal to wait at least 10 minutes for the next train. Also, there is a good amount of homeless people sleeping on the trains, with some cars smelling so bad, it was impossible to stay in them. Speaking of cleanliness, it did not appear that these trains are cleaned much, as the inside of most of them had plenty of wear and stains."
1,"Apr 30, 2023",my grandpa and I had just finished grocery shopping and was heading to the bus. we saw it stopped at the light and began running to catch! my grandpa made it and was standing at the door asking for him to hold the bus YET the driver ignored him and completely pulled off and left my grandpa standing there! I was beyond pissed off! My grandpa is 60 years old and still managed to get to the stop with time to spare only to be disrespected like that with about 5 bags in each hand! I definitely reported the incident! Very disrespectful!!!
1,"Nov 10, 2019","HORRIBLE.  HORRIBLE.HORRIBLE.The subway is filthy and old.The customer service?  What's horrible plus horrible?Recently on a trip to Chicago an employee accused us of reusing a ticket 18 minutes ago that we just purchased and printed out.  HUH? When I asked to speak to his supervisor, he replied, ""THIS AIN'T MCDONALD'S"".What?Absolute twilight zone.If you can afford to...UBER.At least they won't accuse you of lying."
1,"Jul 2, 2022",Horrible service. Workers are rude as hell. The wait time takes forever and I'm always late for work. There is always a ghost train in the early mornings and late evenings. They need to have better workers who actually give a fuck about customers
3,"Feb 6, 2019","The CTA and I have what I would call a love, hate relationship. When it's running smoothly and I happen to catch a good cart on the train, I'm the definition of a happy camper. Those days when everything is delayed and the cart smells so bad I almost get sick, I curse to the high heavens and dream of teleportation. I'm about to get really real here. You ready?Also, heads up. I must point out that the majority of my experience utilizing the CTA is with the train system, most particularly the Blue Line. While I've ridden other lines and the bus a number of times, I lived off the Blue Line for about three years and knew it pretty well. The upside - I love that the CTA has an app and that you can use to add value to your transit card while on the go. The machines they have at each stop are fine and fairly easy to use but using the app is the most convenient. The app will also tell you about arrivals, delays, etc. Their operators are real humans. They have bad days but they also good days, like the rest of us. If you're lucky you'll get a super friendly or even a singing operator. It always brightened my morning and I want to give that specific fella a shout out. I don't know if you're still there but you're awesome. The downside - Depending on the line you ride, the carts and the train itself can be outdated. The Blue Line specifically seems to be a really outdated. It always has less room and is visibly older than others, like the Red Line. The Blue Line is also one of the only 24-hour trains and while that may seem like a perk, be mindful of the time that you're riding it. You'll have folks keeping cover over night when the weather is bad or when they have no place else to go. Pro tip - If you're around during the holidays try and catch the holiday train. It's cute. Solid three stars CTA, thanks for your service."
1,"Jun 13, 2022",CTA is the worse run public transportation in the country!  It's loaded with homeless and drug addict's.  If taking to ORD in the morning hours it can take up to a hour to go three stops.  That doesn't include homeless jumping on the tracks to delay the trains.  Medical emergencies happen a few time a week which delay the passengers and ORD worker's to be late for flights and lose time from work!  This has been happening for at least 2 years! If you have to get to ORD take a UBER and save yourself a miserable trip
1,"Jan 8, 2019","First they take your $2.25.  THEN they reveal you can't spit, gamble, or expose your genitals on their buses.I'll probably just walk from now on."
1,"Jul 26, 2022",Most of the trains are never on time and also you have people smoking weed on the trains all day long and also selling weed and cigarettes all day long.
3,"Nov 17, 2018","4 stars for convenience and price, 2 stars for ease of understanding if you aren't a local. I really loved the convenience of hopping on and quickly getting where I needed to go. But determining what type of tickets to buy ... finding station entrances ... all challenging. I wish that the CVB and major events (like the Chicago Marathon) would include info for tourists about the system so you could easily learn how to take the train from the airport, major station locations, etc. The trains run 24/7 which is also a huge plus."
1,"Jun 21, 2022",Zero stars. CTA leaving passengers on a hot train underground. Unacceptable. All riders on this train should be offered at minimum some free rides in the future.
1,"Oct 20, 2021","I take the bus and train to Ohare almost every day. The amount of times they send a ""fake"" bus or train is extremely inconvenient for people who rely on public transportation to get to and from work. On the screen at the stop or online it will say train in 5 minutes or approaching, NO TRAIN arrives. This isn't just the early morning or late nights, it's consistently every day regardless of the time."
4,"Mar 8, 2018","I queried enough pedestrians as to locating the stop for the CTA60 bus to await it's arrival, nobody had a clue. Friendly as they were, how can there be such a disconnect between machine and man? So, the bus driver proceeds to inform me that he ""wazzint no toor guide"" and to step back from the yellow line. Fortunately for the overweight Martin Lawrence look alike, I use words for good -- not for evil.I was on the phone a second later with the CTA's customer care supervisor, bus ID number in hand. I'd love to use her actual name for her to receive true credit, but I'll not. She was apologetic and remedied my issue after two return calls totalling fifty well spent minutes.The buses themselves were in clean and quietly running condition. An atrium-ish effect, outside light was being send down and through the large windows upon the passengers. Each seat had contours dipping and curving suggesting a snug, well fitting squat -- and I must say that it works --- having had a fourty minute test ride."
2,"Jun 5, 2021","Love the ease of use getting from outskirts (Rosemont)  to downtown, but there is NEVER a presence of any CTA authority. Today a car so full of cigarette smoke we couldn't stand it, (same car had 3 nodding off or already passed out people) transients riding all day, people with no masks (required as of today) eating (not allowed), etc. Other large cities have these same issues, however they attempt to do something about it. Frustrating."
1,"Feb 24, 2022",The blue line is horrible you can leave out 2 hours early for work and you're still late you better be better getting a cab or a ride if you have a flight to catch cuz it's very undependable even on your way home you are sitting for hours lot of nasty stuff on here doing bowel movement on a train just a horrible option to go
4,"Sep 10, 2015","I don't have to take the CTA everyday.  I don't live in Chicago but then again I don't take the TTC everyday and I do live in Toronto.  Seeing so many negative things here about Ventra, the CTA and such all I can say is the citizens of Chicago that are customers of the CTA and Ventra... as bad as you think you have it be happy you don't have to rely on the TTC.I like the CTA and I'll tell you why:-The CTA is NOT the most expensive city transit to use in North America (Toronto is based on cost of passes, basically the foundation of your ridership)-The CTA doesn't get ripped off by fares in a sense of having an automatic payment system whether Ventra or Tap and Pay using your own bank/debit/credit card etc.-The CTA has 2 x 24 hours subway lines (red and blue)-The CTA has 2 airports served by CTA rail system (in Toronto we don't even have one TTC train service our main airport and the other airport is on an island)-The CTA has a wide rail coverage system over a vast area in 2 subway lines and 4 to 6 elevated lines depending on how you want to count the Brown/Purple/Red/Yellow extensions in the North.-The CTA has a lower ridership than Toronto but about double the quantity of rapid transit (subway/elevated train) stations than Toronto and can charge LESS to operate the system.My wife and I spent the last 5 days in Chicago and were either walking or using the CTA and over the entire 5 days because we bought 7 days passes it cost us a combined 56 dollars in CTA fares using Ventra.  This included a ride back and forth from O'Hare airport multiple bus rides all over, the L etc.  One cab ride from O'Hare to Magnificent Mile would have cost more than 56 dollars.  The CTA is convenient, easy to learn, easy to use and quick service while being affordable and feasible to use as opposed to taxis, Uber etc."
3,"Nov 28, 2016","The cta is ok because it gets you from one place to another.If you ask bus drivers questions sometimes they will treat you like a bald headed step child and give you a b.s. answer or be unfriendly. Hey we the taxpayers are instrumental in keeping the service operating so if I ask a question related to the service and I'm not being a total schmuck about it, don't tell me to sit down and shut up.Me- do you realize it does not say 157 but ' out of service'driver: get on the bus man, dont you see its running? ( loud voice)seriously:)Some of the train stations are not safe.The Morse and Howard stops are devoid of cops or cta police and you can get accosted or mugged there at any time of the day or night by vagrants, drug addicts, drug dealers, pimps, hookers, thieves, con artists. Ah yes the joys of the city. Also don't ride the red line during a cubs game either way. You will find out real fast if the person next to you is wearing deodorant, aftershave, has drunk bad banaca. Something has got to be done to ease pact lines during those times. This is my rant."
2,"Nov 14, 2021","Per the bus tracker you all own a lot of invisible busses here in Chicago I've waited multiple times for busses that shows is on the way , at my current bus stop, and passed by me ...... not one bus passed as the group of individuals at the bus stop grows larger. Most people track the bus so they won't get killed while waiting for the bus. And a lot of people use it to get to work on time......"
1,"Jul 9, 2022","Covid can't be forever a blanket excuse. The #6 bus, notorious for being late, ghosting, etc, broke a new record today. Between 5:05pm and 6:15pm there wasn't a single bus. That's the bus closest to me, with other routes requiring I take multiple buses. There weren't any buses even appearing on the bus tracker until 6:15, and that one was listed as 28min away. I tried to catch the closest alternative to my destination but that one also had a 27min wait. I finally took the long route, via train and a connecting bus - and yes, that connecting bus was a 21min wait. When I boarded the bus, fully a third of the people were griping about how they had to take this alternative because the #6 never came. Damned shame. This is not just a complaint about a slow bus, this is an egregious slap in the face of south side travelers in the Hyde Park district. The #6 has an unsavory reputation for not showing, ghosting, and for afternoon (3-4pm), evening (8-9pm), nighttime and early morning ghosting. The bus schedules are on a fictional level with Tolkein. Every trip can't end or begin with having to take a taxi or uber because CTA plans stoppages during the day."
4,"Feb 16, 2018","Yes, there are some well-established complaints about CTA. But whenever I rode it, both the L and the buses, it got me right where I needed to go, quickly and without incident. I thought the service was pretty damn good; I was visiting for four days and didn't get in a car once. Visiting Europeans or residents of East Asia might beg to differ, and sure, it's not London or Paris or Hong Kong or Tokyo or Seoul. But the coverage, in and of itself, is pretty good. If you want truly world-class public transportation, your options are New York and D.C. For the rest of us, CTA gets the job done.I don't know how it was before, by the way, but the Ventra Card makes it a breeze."
1,"Oct 29, 2021","I thought maybe it was a fluke the first time, then it happened again..and again. The 54 Cicero bus is totally unreliable in the evenings. I'm not sure if early day service is affected the same? Earlier this year while the pandemic was still raging, a driver told me many drivers weren't reporting to work. Which left me waiting for two or three scheduled buses that didn't show up. AGAIN...just this past week (10/26?) I waited over an hour for a bus at Irving Park Rd and Cicero. Then when one finally showed up, the driver had no idea why the others were no shows. How can they not be aware of what is going on, on the routes they drive??? It was more tolerable during warm weather but how do you expect people to wait in the freezing cold like that!?? And what about people who are relying on this bus to get to work? There has been more than enough time to correct this problem."
4,"Jan 21, 2019","It's better than Metra.  At least the train conductors are decent humans. At least it's on time. The blue line runs 24 hours, so expect a good bit of  ""overnight sleepers"" if you take the the early trains. The passengers may be a bit unkempt and mentally imbalanced, so keep aware.  Chicago cops seem to neglect policing the CTA, so be prepared."
3,"Nov 18, 2020","please keep windows open for cross ventilation even if it's below freezing - a little discomfort will save us from the high risk of being in such closed quarters for a long time and let's face there's no adequate social distancing in a bus!  keep top part of windows and drivers should make sure they stay open.  many open the hatches on the ceiling of the bus on their own accord for some fresh air coming in - not all, but only some - all should do that as a minimum!  if you know of a driver please ask them to do so, it will help save their lives and those of others.that said,  my truest respect and thanks go to every bus driver being in a closed space for hours with many conscientious people and many more ""indifferent,"" ""lost"" and ""uncaring!""drivers, please keep the window to the left of your seat open some for you!"
4,"Jul 10, 2016","My 800th. review will be dedicated to an agency that provides mobility for me to ""yelp"" around the city: Chicago Transit Authority.  I've been using CTA religiously for the past three (3) years ever since I moved to Chicago from a small town America that everyone there owns at least two (2) cars, one (1) truck, and one (1) John Deer.  It felt so good to be back in a major city where I can do my thang without having to be vehicle-dependent.  Riding CTA isn't just to commute to/from work for me; it's my life style.  I put my $100 CTA/Pace monthly premium pass to work on my days off.  I ride busses and ""L"" to get to places.  I sometimes invite my hubby along with the ride.  Yes, I'm hangin"" out the passenger ride, of my bestie CTA's ride, but I'm hollering at no one...just wanting to enjoy my own solitude.  CTA and I's relationship isn't always peachy.  Often times waiting for busses or trains can be an excruciating experience, especially in the brutal winter season.  Yet what else can I do?  Bundle up, dress in layers, listen to some K-pop, and start dancing with it to keep my body temperature stable.  For the most part trains and busses are ""on-time.""  After all it's public transportation.  You always want to plan ahead, know the bus schedule somewhat, and familiarize yourself with the immediate surroundings (i.g. the closest place for bathroom, the nearest coffee shop, and the most convenient take-out restaurant for a quick bite).  Most bus drivers, train operators, and station employees seem nice and helpful.  Of course they have their ""moments,"" just like every other human being living the in the universe.  Nevertheless, safety is their number one priority.  Out of three (3) years riding every various CTA bus routes, there only has been one (1) accident (not really an accident....but the bus driver ran into something small).  Anyways, they've got my ""reliability"" vote.  Patronizing CTA is definitely not a luxurious experience, and this is certainly not everyone's cup of tea.  Some friends even asked if I ever felt like I would be getting shot.  Well, that wasn't that serious and I didn't want to engage such deep conversations with those friends.  Danger is everywhere, so keep your eyes wide open to be on the lookout.  Many of you will continue seeing me rocking with the CTA.  Oh it's time for me to check the bus schedule for my next CTA adventure."
5,"Sep 6, 2018","Rode the subways here for the first time a week ago on a trip. Overall not too bad. Trains popped up like every 5 minutes or so. Some cars are cleaner than others, but what do you expect? It's public transit after all. This system is my favorite after NYC. If you're flying into O'Hare or Midway, there are subway lines that will take you to downtown at cheap price. Best way to traveling in the Windy City."
4,"Sep 8, 2008","My brief experience with the Chicago Transit Authority (CTA) reminded me of NYC's MTA in format, availability, and efficiency. The staff I interacted with were professional and got me where I needed to be.The CTA is convenient if you happen to live or work near a stop (if you don't have a car, they're kind of necessary). We took the Metro, via the Blue Line, both to and from O'Hare. While in town, we bussed from Navy Pier to a stop near our hotel. On the way home, I had to take a detour, ending up on a CTA shuttle for a bit. (Of course, when the CTA isn't available, one can always hail a taxi, especially if out late.)Besides being very confused with how to pay for their Metro cards (uh, don't ask), we got ourselves three-day passes, perfect for weekends and worth it for out-of-towners, especially since they can pay for rail AND bus service. Give them a try if you've never!"
3,"Oct 27, 2012","Magneto strikes (my wallet) again! My CTA Plus Card got demagnetized. For weeks I would play roulette getting on my bus (usually after all other riders) and the train, hoping my card would ""take"" after a few swipes on my pants leg (ancient bus driver's secret) or wool coat. The card finally failed, and so I easily deactivated it online.Once you deactivate, you can immediately pick up a new card! The CTA Sales Center is on the 2nd floor of their building on Lake, and there are a few computers right up there that you can access your account information, if you need. There are a few people working Customer Service who are nice, and the Sales Center is where you get your new card.They also have a Lost and Found for items lost on the CTA. (Wow, novel idea!) So if say, you find someone's wallet, take it here and let CTA handle it! I'm sure the person that lost it will appreciate your honesty, and will call CTA to retrieve it with all of its contents still intact.I'm sure service at the Sales center depends on whoever's working, similar to the DMV. My wait at 1:30pm was only 15 minutes and my time at the window picking up my new card took less than a minute. My new card was FREE. It happened so fast, I was wary that the lady had tied my new card to my monthly account, but she did! Easy Peasy! Don't hate! Appreciate!"
1,"Oct 3, 2021",You are absolutely awful and you didn't get me to my bears game in time. you should feel ashamed of yourself and you better do better in the future. screw you and you deserve the worst review possible
1,"Sep 24, 2021",I wish I could give zero stars. The bus I take to work is constantly late. I've waited over an hour at some point. Even after multiple complaints to their office they do nothing to change or improve the service for this route.
1,"Oct 15, 2015",Its 55 degrees in Chicago we all know what that means!  Get ready to roast alive on your commute downtown because these idiots blast the heat in the overpacked cattle cars!!!!  Completely unnecessary.  Makes riding the redline even more terrible than usual.
1,"May 4, 2021",Let's be serious. CTA is total BS! Busses run early. They are over crowded during the pandemic. It's really a mess.
2,"Feb 9, 2020","the CTA needs to bring back CONDUCTORS!!! not the supposed ""engineer"" running the train but an actual live person going car-to-car checking on people and being a stabilizing force. check the crime-rates after they did away with conductors until now...this isn't rocket science. ALSO...telling tourists and newbies to take the blue line from fullerton or wherever downtown to transfer to the the Red line to go back north is RE-DIC-U-LOUS"
