"","City","Population","Area","Cost_per_trip","Fare_per_trip","Miles_per_trip"
"86","Lexington-Fayette, KY",315631,83.99,8.89658106339319,1.23769860328549,4.86064559383169
"87","Louisville/Jefferson County, KY--IN",974397,400.86,16.599766693869,1.29944661761827,4.01291968452227
"88","Cincinnati, OH--KY",1686744,752.28,13.2099886486296,1.50375862858628,5.23397399249421
"89","Albany, GA",85960,66.51,13.2068331924645,1.81895414137432,5.33983890850658
"90","Atlanta, GA",5100112,2553.04,11.108633934207,1.2967688154,6.36845853542294
"91","Augusta-Richmond County, GA--SC",431480,273.29,14.6041373212526,0.889161930248253,3.63912371752212
"92","Savannah, GA",309466,205.85,9.86496716250233,1.50988910348645,2.30913853211196
"93","Bradenton--Sarasota--Venice, FL",779075,404.28,13.0321065749142,0.736313754225306,5.262374442882
"94","Tampa--St. Petersburg, FL",2783045,968.94,10.3295269022552,0.865450203167597,5.50883102308414
"95","Cape Coral, FL",599242,331.8,12.5589576760303,1.09845992829666,5.72068267820324
"96","Miami--Fort Lauderdale, FL",6077522,1244.18,11.6206205462818,1.28086529683534,6.11598758557876
"97","Gainesville, FL",213748,87.7,6.28679365828292,3.27028234621318,3.47397418462359
"98","Lakeland, FL",277915,145.93,30.9293697999187,0.905148206828683,5.98498307403271
"99","Daytona Beach--Palm Coast--Port Orange, FL",402126,212.36,10.7538206799823,1.15087054015913,4.9429391444378
"100","Orlando, FL",1853896,644.61,11.9860971053752,1.18477929346545,6.14032525807486
"101","Tallahassee, FL",252934,125.46,10.953759799203,2.44779124578844,3.66787860713344
"102","Pensacola, FL--AL",390172,262.54,16.1259251172676,1.38129011511384,5.47039446751099
"103","Jacksonville, FL",1247374,573.27,20.7599576691602,1.31162342762344,5.50856424084475
"104","Birmingham, AL",774956,509.27,18.9089603317142,0.83463952879824,6.7928609200615
"105","Mobile, AL",321907,220.75,21.7886686603522,1.14910899195199,6.81765036832097
"106","Montgomery, AL",254348,145.1,28.9656404530228,1.03879116576517,4.54752244087066
"107","Athens-Clarke County, GA",143213,91.85,3.55958737968098,5.71417143085709e-07,1.90519075332779
"108","Durham, NC",396118,183.36,8.1022353601785,0.0169683959854831,3.76360685807024
"109","Greenville, SC",387271,262.17,11.5813014752466,1.03308595046309,5.2918439074426
"110","Jackson, TN",72809,47.74,11.6567405969458,1.26912993468206,5.50684093994273
"111","Rome, GA",60403,44.89,18.6479243682201,1.40523604630022,4.80697533482819
"112","Palm Bay--Melbourne, FL",510675,250.55,8.71925634484846,0.716984449536657,6.77964114315361
"113","Huntsville, AL",329066,214.77,9.60525178059028,0.809918784587006,4.61864143523263
"114","San Juan, PR",1844410,763.6,15.4779215534288,1.87961497144467,4.92788925628107
"115","Greensboro, NC",338928,169.31,14.0414275226306,1.13773490966473,6.23991114550847
"116","Sumter, SC",68825,57.65,36.3526830638179,1.16847253750205,7.79834312325946
"117","Vero Beach--Sebastian, FL",174292,106.1,4.3591262716453,0,4.65250100666457
"118","Charleston, SC",684773,339.06,10.375751156486,1.54894626753264,5.15110015917081
"119","Navarre--Miramar Beach--Destin, FL",226213,119.62,36.0114267152015,2.15919057582619,7.176187336983
"120","Port Charlotte--North Port, FL",199998,134.69,43.3532727933164,0.470613875771885,7.91190701053396
"121","Bonita Springs--Estero, FL",425675,242.96,16.3388035983696,1.28655247354416,8.21109068545351
"122","Columbia, SC",590407,367.5,17.2567515071897,2.41610562966334,5.32671596867519
"123","Leesburg--Eustis--Tavares, FL",151523,86.09,26.2006724790613,0.680782119071492,7.51985223759401
"124","Hickory, NC",201511,221.34,38.7820898372237,0.523811796903592,8.69676356866677
"125","Panama City--Panama City Beach, FL",162060,119.47,14.5969462982527,1.12713259524566,6.86265499697952
"126","Elizabethtown--Radcliff, KY",76441,55.83,30.1674011376211,25.8374619013414,15.8891595969793
"127","Port St. Lucie, FL",437745,224.23,17.0356503445075,0.1783587217959,5.41197728601655
"128","Spartanburg, SC",196943,181,51.4441673700095,14.1392618737052,10.6948515307297
"129","Fairhope--Daphne, AL",76807,59.07,32.9351943121998,3.8871877687129,14.7179799081395
"130","Johnson City, TN",128519,106.03,38.6409954688897,15.82278239209,16.5520619226273
"131","Owensboro, KY",76433,36.4,40.9763513810407,39.8794544384002,14.5484792294645
"132","Appleton, WI",230967,107.78,9.96138689000013,1.38339499396945,4.99883996693364
"133","Green Bay, WI",224156,113.66,9.89404979124362,1.22505049007292,3.32605672187281
"134","Kenosha, WI",125865,56.17,6.33428167945681,1.34748057515554,3.17442324552524
"135","La Crosse, WI--MN",98872,42.24,10.008595397867,1.24589896284618,3.1180663323279
"136","Madison, WI",450305,149.7,6.4915954221813,1.15644723309483,3.504105682509
"137","Racine, WI",134877,52.26,15.673809404569,1.59876865315987,3.66697576886479
"138","Milwaukee, WI",1306795,463.68,8.70080326490166,1.24050030901386,3.60537704749049
"139","Akron, OH",541879,300.64,14.4200523022105,1.37648879131856,3.92506098663233
"140","Canton, OH",295319,180.19,22.7061926016969,0.975595863644759,7.52043007765064
"141","Cleveland, OH",1712178,713.81,13.2720044140247,1.62039183873052,4.89271088671627
"142","Columbus, OH",1567254,516.16,14.1378484882708,1.14951595009919,4.32774866666359
"143","Dayton, OH",674046,319.89,12.0165666213323,1.00937744384531,6.31904127456262
"144","Toledo, OH--MI",497952,240.71,16.8509453550832,0.791335162218459,6.28891972533249
"145","Youngstown, OH",320901,195.96,11.8983779486378,0,4.23754193017049
"146","Duluth, MN--WI",119411,66.87,11.2144786425549,0.964069177491,3.93931233026674
"147","Fargo, ND--MN",216214,77.73,11.7034693506063,0.810419650149248,4.10321064340127
"148","Minneapolis--St. Paul, MN",2914866,1014.79,12.7212329918184,1.25673369063348,4.68781186052312
"149","St. Cloud, MN",117638,53.97,20.6283199361339,1.19807438198536,3.63076997192093
"150","Bay City, MI",68472,39.93,35.3183528464675,0.672892494006056,7.38681069634763
"151","Detroit, MI",3776890,1284.83,16.2539374090097,1.01805951068387,6.60859987048906
"152","Flint, MI",298964,205.46,16.0467322026742,1.6086272277712,6.50989130220431
"153","Grand Rapids, MI",605666,274.36,8.30406687879551,1.42952536850994,4.61411536305712
"154","Jackson, MI",84307,52.03,15.8474256458557,1.49651735911135,2.8406894642556
"155","Kalamazoo, MI",204562,109.46,12.0039818905058,1.80546134363871,4.63205133511045
"156","Lansing, MI",318300,155.83,9.58999927211802,0.954195294993154,3.00075584893912
"157","Saginaw, MI",116058,65.73,17.6208646643828,1.59935329810707,6.72902936650796
"158","Ann Arbor, MI",317689,143.45,7.57144717344914,0.376874498975796,3.54993225703969
"159","Evansville, IN",206855,112.75,9.89424905231512,1.83284562875037,3.78971837792289
"160","Fort Wayne, IN",335934,163.6,10.9716172292888,0.995409045813192,3.66916601052932
"161","Chicago, IL--IN",8671746,2337.89,9.44255222114766,1.59637426758646,5.80143264982157
"162","Bloomington--Normal, IL",134100,50.36,8.04915191849241,0.723965186865275,2.38879437608276
"163","Indianapolis, IN",1699881,722.55,18.5890979103228,1.10106032587761,5.60041346527796
"164","Lafayette, IN",157100,68.74,4.14802847839371,0.923602847176414,2.67122393891079
"165","South Bend, IN--MI",278921,147.93,9.77909912338453,1.00009590411662,3.78553247520749
"166","Terre Haute, IN",79862,46.83,21.2271542850197,0.745041137100879,1.37026429542744
"167","Muncie, IN",84382,48.2,8.35506828213266,0.179002439414064,3.67503213206696
"168","Peoria, IL",259781,145.79,16.0891225359423,0.798067382093408,5.29652044277592
"169","Davenport, IA--IL",285211,134.86,13.0225423154161,0.783688808909057,5.11637378400229
"170","Rockford, IL",276443,133.81,21.5490286218356,1.04433109474379,4.7134250639375
"171","Springfield, IL",159265,81.74,18.0523673656813,0.692636124376134,3.84268917907441
"172","Champaign, IL",147452,46.52,5.421862292002,0.911797302018123,1.75158999267924
"173","Decatur, IL",86287,55.11,9.65152092349535,0,2.64034821551178
"174","Rochester, MN",121587,51.59,12.0978339940202,1.57682287076709,3.72637416986862
"175","Eau Claire, WI",105475,62.5,11.2039383599603,1.45559710591248,2.92453068275024
"176","Bloomington, IN",110103,43.04,4.78409396611598,0.883535062891956,2.37592992842889
"177","Kokomo, IN",62576,32.5,10.5741953145483,0.00878714970927991,4.11791514366353
"178","St. Louis, MO--IL",2156323,910.37,14.9891624604407,1.10114317085819,6.05820276163638
"179","Port Huron, MI",82226,52.51,16.0008541546327,3.41927194071306,5.77994027062568
"180","Elkhart, IN--MI",148199,94.94,11.6351367175267,0.639817873355536,5.53438702456586
"181","Kankakee, IL",66530,31.66,16.1755887561993,0.467918287206451,9.73955871199977
"182","Newark, OH",81223,44.09,50.4215609833718,6.12810883920757,10.1782162463203
"183","DeKalb, IL",64736,25.63,11.6015688722691,3.0081094477419,2.49493826153518
"184","Holland, MI",107034,64.8,23.9804141508856,0.377827241418594,3.98005923952573
"185","Monroe, MI",57260,35.35,26.5919506139139,0.780513283534297,3.83263954141491
"186","El Paso, TX--NM",854584,255.88,10.2723534933801,0.862657490817558,6.0934201906629
"187","Dallas--Fort Worth--Arlington, TX",5732354,1746.9,14.8302005243447,0.932057754333858,6.22672913226057
"188","Houston, TX",5853575,1752.69,11.657361040092,0.597789708484304,6.19340975805344
"189","Laredo, TX",251462,64.2,11.37251305001,1.42647781260597,3.4188712494097
"190","Lubbock, TX",272280,106.27,7.64523511815436,2.3861975858567,2.50439458694981
"191","San Antonio, TX",1992689,613.44,8.92392455338405,0.576536395267631,4.88745265348778
"192","Waco, TX",192844,89.88,9.35069758104988,2.62609021801719,3.40148417566047
"193","Brownsville, TX",216444,62.1,7.91400690020649,0.78334808717374,4.57050755539676
"194","Galveston--Texas City, TX",191863,108.98,16.6268369208318,0.67429891766995,0
"195","Beaumont, TX",146649,96.1,23.9106858706634,1.19287990411637,3.77502116884764
"196","Oklahoma City, OK",982276,421.73,13.5762062535944,0.777835220794106,5.00098740963172
"197","Tulsa, OK",722810,338.32,15.1683318393065,1.10994918586298,5.54757786807957
"198","Albuquerque, NM",769837,263.07,17.9812763175625,0.292078220031953,6.27562788983015
"199","Baton Rouge, LA",631326,396.34,26.2866682072606,0.868568081331658,4.98104557574091
"200","Shreveport, LA",288052,180.84,6.082505135376,0.00240635846610216,6.33721938873656
"201","New Orleans, LA",963212,270.27,11.5811300432492,0.939577302913167,3.36305796210506
"202","Little Rock, AR",461864,267.82,11.4882650831598,0.726124149907601,5.20820087458477
"203","Austin, TX",1809888,619.62,13.8888624458829,0.766985352506629,5.27955191627087
"204","Corpus Christi, TX",339066,129.27,14.3272023707999,0.495296065722895,6.1668080902837
"205","College Station--Bryan, TX",206137,81.63,34.8385104870245,1.0922467116957,8.33002132954141
"206","Santa Fe, NM",94241,46.8,23.7418649667438,0.638501506352879,2.55524603763699
"207","McAllen, TX",779553,326.22,29.4810745633744,1.79328809801983,9.18060049129745
"208","Killeen, TX",257222,100.42,30.9210838405884,0.641728853365658,6.78670812122837
"209","Victoria, TX",65986,33.6,13.5176154373635,3.13553132719575,8.46051845262847
"210","Denton--Lewisville, TX",429461,150.48,18.3746079703572,2.31921171213113,8.81291493825406
"211","San Angelo, TX",99982,49.27,23.1966746664937,0.459159801950228,10.7476984281421
"212","Sherman--Denison, TX",66691,38.49,80.7330665302561,1.21475641681461,11.5308879727981
"213","New Braunfels, TX",100736,50.43,55.1170744907666,11.1054957850887,10.8260160068226
"214","The Woodlands--Conroe, TX",402454,219.14,15.9126047424718,3.88496609711924,25.2196833284844
"215","San Marcos, TX",70801,24.44,2.36760222595035,0,2.37499932530603
"216","Las Cruces, NM",139338,64.47,5.01917896962051,6.45755054723993,62.0737921511132
"217","Lincoln, NE",291217,94.17,6.6493958780967,0.896289375509168,2.90002747701813
"218","Omaha, NE--IA",819508,270.81,12.8610436472262,1.50545452475641,4.82146832640274
"219","Springfield, MO",282651,134.33,12.338448045313,0.776774469500749,4.90895157405387
"220","Kansas City, MO--KS",1674218,714.1,9.68046795765328,0.0477667080764176,3.70259808557085
"221","Cedar Rapids, IA",192844,86.03,11.1943923770712,0.266848935636767,4.84526505277708
"222","Des Moines, IA",542486,224.74,12.4001620899561,1.75086472442003,5.2207768729
"223","Sioux City, IA--NE--SD",113066,55.03,8.64580975263213,1.12075447600955,4.62638271378284
"224","Topeka, KS",148956,84.24,10.8049853699628,1.11175870061839,4.05683539325373
"225","Wichita, KS",500231,226.84,12.4796334769148,1.81453734915579,5.73735454474503
"226","Columbia, MO",141831,67.2,5.52274746658833,1.05836393009253,2.55810232780144
"227","Iowa City, IA",126810,50.83,4.27111181986924,0.359742807200633,1.79146516835698
"228","Ames, IA",66342,22.36,3.93832462406932,0.879271415213826,1.74867027482864
"229","Lawrence, KS",94998,29.92,6.40048587744922,0.154422253339794,1.80184278043561
"230","Salt Lake City, UT",1178533,300.42,13.3857101486685,1.0656683912986,7.80380025125628
"231","Sioux Falls, SD",194283,67.9,22.3030275553783,0.995586515183113,4.01027772992284
"232","Billings, MT",128787,54.7,17.8477511111111,1.46424,4.19498962962963
"233","Colorado Springs, CO",632494,200.36,13.418070299925,0.888525441172215,4.74921992382569
"234","Denver--Aurora, CO",2686147,644.54,10.8328954181602,1.23321223161661,5.98742671440483
"235","Pueblo, CO",120642,54.7,9.395614249913,0.728071709904857,3.92031148437515
"236","Grand Forks, ND--MN",68160,26.48,14.4831760183301,1.26751985358093,4.44895610547442
"237","Missoula, MT",88109,44.29,10.579313107479,0,2.80020039681917
"238","Fort Collins, CO",326332,117.98,9.08165225795376,0.098301050610295,4.06644998844901
"239","Great Falls, MT",67097,30.3,13.2081273528559,0.832709024050203,2.9820972425387
"240","Logan, UT",113927,47.72,9.0079282774194,0,3.25299869412958
"241","Boulder, CO",120828,25.45,92.1364982133742,0.0151932804306464,7.95080050118335
"242","Reno, NV--CA",446529,165.43,8.33441705348717,1.35971345132897,8.38294523697019
"243","Honolulu, HI",853252,144.97,7.86699136521041,0.937179400130785,4.84459199237753
"244","San Francisco--Oakland, CA",3515933,513.8,13.5990617840405,1.63221827323381,5.60545346065575
"245","Bakersfield, CA",570235,132.12,10.6262987161072,1.08700124896674,3.54996710450272
"246","Santa Cruz, CA",169038,60.45,17.6568800563517,2.90629485064789,5.52252535421551
"247","Los Angeles--Long Beach--Anaheim, CA",12237376,1636.83,8.67855195556106,0.488239502692674,4.28817949173939
"248","Stockton, CA",414847,92.46,21.9913124011887,3.34431115421302,21.5825777506139
"249","San Jose, CA",1837446,285.48,23.9018039343773,1.23880338390799,5.26377514947846
"250","Santa Rosa, CA",297329,79.39,30.0420279818592,1.5556518252774,7.75717900787803
"251","Sacramento, CA",1946618,467.58,19.304659046281,1.27086427221838,5.12016712736324
"252","Santa Barbara, CA",202197,54.81,6.15893194888986,1.14772913186201,4.09427138764769
"253","San Diego, CA",3070300,674.72,6.7689958958969,1.10222393172611,6.44270328972546
"254","Fresno, CA",717589,159.11,8.72503758182051,0.489040320967847,2.91926410975464
"255","Riverside--San Bernardino, CA",2276703,608.56,16.5387888174619,1.38949374619177,7.44604370941463
"256","Phoenix--Mesa--Scottsdale, AZ",3976313,1110.48,11.2279547558525,0.667120997978775,4.8484876035831
"257","Tucson, AZ",875441,357.35,5.94978302099506,0.0291208913980978,4.07498542526734
"258","Oxnard--San Buenaventura (Ventura), CA",376117,76.61,14.6777643610039,0.899163326037963,6.2020606832788
"259","Las Vegas--Henderson--Paradise, NV",2196623,435.29,5.91001653320084,1.17081282519173,3.94411211337507
"260","Seaside--Monterey--Pacific Grove, CA",123495,41.18,22.9616403070314,1.7584710610254,4.99969978488144
"261","Concord--Walnut Creek, CA",538583,175.76,20.0759870589907,1.18906737619839,4.11716224085327
"262","Indio--Palm Desert--Palm Springs, CA",361075,151.82,17.4340259395642,0.753485397848012,8.9831303655595
"263","Santa Maria, CA",143609,27.06,14.9441240788065,1.58154642712649,3.6777832973989
"264","Napa, CA",84619,20.35,27.682032338844,1.13757492663139,8.32183381868039
"265","Visalia, CA",160578,37.7,24.929557027102,1.66704742052421,7.59674657233797
"266","Fairfield, CA",150122,40.81,32.8355727044277,2.07956504224341,8.86573364866308
"267","Palmdale--Lancaster, CA",359559,84.78,26.8589627855721,1.66669590588492,10.3693381660367
"268","Davis, CA",77034,12.16,3.71450002443193,2.56948617883066,2.16099988564848
"269","Livermore--Pleasanton--Dublin, CA",240381,65.26,17.3580893880379,1.81372163315081,4.2599653173557
"270","Victorville--Hesperia--Apple Valley, CA",355816,131.77,27.9479974087856,4.08905821182909,26.0203381660259
"271","San Luis Obispo, CA",56904,14.11,14.871082693491,1.42398048815288,7.73344926295515
"272","Antioch, CA",326205,73.35,25.6010516248666,1.34485173238592,4.91784022469984
"273","Santa Clarita, CA",278031,77.85,13.2527430905891,0.761452909532983,6.285411355748
"274","Merced, CA",150052,43.08,32.8501354116105,2.29270682592463,6.35012633880574
"275","Hanford, CA",66638,18.23,4.7018282108367,3.28710076879172,28.0563516748864
"276","Turlock, CA",79203,16.89,22.9324377887605,0.525051713673467,3.52926931985681
"277","Chico, CA",111411,33.72,19.2314967211244,1.87029754737892,4.76286972498684
"278","Petaluma, CA",65227,20.96,14.0077366797731,0.891564052456855,2.82177383278789
"279","Flagstaff, AZ",79842,29.26,7.44197280190702,0.967443718932821,4.0962168932669
"280","El Centro, CA",74376,19.35,9.32425435450192,0.466746498417486,10.0959562582256
"281","Vallejo, CA",175132,39.64,26.1866064881098,2.51995669937494,7.72206760484686
"282","Yuma, AZ--CA",135717,52.96,14.6016014008727,2.13435668591926,13.3520172849618
"283","Kahului--Wailuku, HI",57905,13.52,13.9359462288646,1.13824584432928,8.97936484061762
"284","Modesto, CA",357301,70.38,16.159653789563,0.354636347539945,3.72707815827976
"285","Tulare, CA",70628,17.71,16.9412025784635,0,5.97423650005284
"286","Lake Tahoe, CA-NV",210000,37,22.7432041428021,0,3.9077699795234
