Rating,Date,Review
1,"Sep 4, 2023","Pretty bad it is no lower option. I am taking the train for years. The other day at North Station I wanted to buy a ticket for train one way. If you do not know North Station than you should know that this station is very involved with tracking people who do not pay- but not with the quality of the service, they provide to customers. Therefore no one can go in the waiting area without a ticket - good thing I believe - and no one can get out from the arriving trains area without scanning the ticket- not a good think. People wait in line in the morning to scan the tickets- scanners do not work well so we all are trap there waiting in long lines. No one care about our time and safety I might say. And all for catching few evaders at the expense of all the rest of us. Does not matter that trains are late, signals problems all the time even thou for years federal money were drawn for so call improvements. Trains are late all the time, and no one cares.But the other day something new happened. No employee was at the 30 or so gates to help customers and be able to buy a ticket. So I went to buy a ticket -one way- at the booth.  Each of the two booths open had a person they already were in a process to finish their transaction, but no one was waiting. So, I start waiting a few feet away from one both- the person at the booth seems that was almost done. Which she was. She left and when I got at the booth the employee refused to sell me ticket under the pretext that I did not wait in line. In the meantime, while I was waiting another person came and now, he was waiting too to buy ticket. I explain her that when I arrived no one was waiting so that person came after me. She did not ask the person if he found me there, but she continue to refuse to sell me a ticket. I did tell her I will lose the train which- thanks to MBTA is only one every hour- and she continue to refuse to sell the ticket and send me back inline which by now there were 3-4 people. Finally, she got my 20$ and give me a ticket. When I checked the ticket, she gave a ticket for a longer trip with the train then I told her I need: actually, the maximum she could charge for that train even if repeatedly I told her I want a ticket for zone 6.When I mention that the change and ticket are not correct and I am not traveling to the end of the line she told me to get them back to her. Which I did and hope she will give me the correct ticket. NO!. She gave me the 20$ back and sent me back in line again. Even If I told her my train will leave in less than 5 minutes, she refused to sell me a ticket. I finally left hoping that I will find an employee at the gate who will sell me a ticket and will not have to wait another 1h for next train. I did find someone which sold me a ticket and I was able to get in time to the train. From train, I did call customer service and complain about this vicious and unprofessional attitude . They told me they will investigate. I guess they still do since 2 weeks pass from even  and had not heard back from them. However, 2 days after event, I saw a supervisor and I asked him about this incident. He knew and he told me they are investigating. They will look at the camera footage. I hope they do. Apparently, this employee told them that I left the booth and come back - which it is not true - lying to justify her appalling behavior."
1,"Sep 19, 2022","After three years, the and an Orange Line month long shut down, I can tell you the train is the worst it has ever been. The trains have been updated, with most of them (if not all) being of the newer model. The problem, however is that the MBTA remains consistent in it's overwhelming mission to make public transportation the worst option for anyone to take.I got on the Roxbury Crossing train at 4:40 PM today and thought I could make it to Malden Center by 5:15 PM, and I could not have been more wrong. It was cutting close, I knew the risks, but I was hopeful the month long shutdown would bring some much needed improvements. After all, it's not like the orange line routinely shut down for sections at a time on weekends over the last decade... anyways - we reached North Station at 5:05 and I was still hopeful I could make my time. By 5:25 we still hadn't made it to Assembly. This is 2 stops after North Station, just to put it into perspective. We may legitimately be moving at 10 mph at most currently. Why waste the time writing a review? Well my friends, I'm actually still on the train right now. It's about 5:40 PM and we still have not arrived at Malden Center. I could have finished all the Lord of the Rings movies by now.Cheers, folks! To another decade of mediocrity from the MBTA."
1,"Apr 3, 2019","The MBTA's singular job is to disappoint you on a daily basis. They routinely excel at wasting your time and making you late. They are consistent, I will surely give them that. There has never been a service that shows as much of a disregard for their customers, and it is because they know that 95% of us depend on them and have no other viable option. We were told to get off the train at Wellington and to take a shuttle bus to oak grove. After waiting for ten minutes with no shuttle, we are told that the train is now coming and to get back on. 15 minutes later, the train to oak grove arrives. So we sit on the train and wait, and wait, and wait... and 30 minutes later we finally start to move.In summary, the MBTA is the greatest at being the worst. Knowing that their customers have no other choice, they exploit that fact to provide the worst possible service while still increasing their fares at a regular rate. If I could avoid taking the train ever again, I would be forever grateful. Unfortunately, I must face this nightmarish crapshoot of a service almost every single day."
1,"Aug 19, 2023","Comparared to the equivalent trains in SF Bay, NYC, Chicago, MBTA is the worst I have experienced. This includes subways I have experienced in London, Paris, Barcelona, Seoul, Singapore, Shanghai and Tokyo. Worst of all cities listed above. Its unreliable, the passengers can  get noisy, even singing loud with a speaker on.  Happening right now"
2,"May 4, 2023",Staff is so rude when you ask a question. Makes you just want to walk so you don't have to get the attitude. Didn't realize people get paid to be rude as a donkey.
1,"Jul 22, 2023",When  arrived in Boston 9 years ago it was better.  Now it takes at least one hour to get from Quincy Adams to Downtown Crossing. Today I waited approximately 45 minutes to get from Quincy Adams to Quincy Center. Now I am late to work.  It takes  less time to drive to Providence RI than take the T. I find this absolutely ridiculous. You need to get your act together and provide actual service. People depend on the T. I  think that the cost should be lowered or free until the issues are resolved.
1,"Jul 17, 2023",This is an extremely poorly run and fairly incompetent transportation system. They advertise all summer long to switch from car commute to train/subway/bus in order to allow construction on major tunnels in Boston and avoid traffic and yet have major delays on subway lines causing you to miss trains. I've only been commuting via MBTA for three weeks and have already missed two trains due to two separate subway delays (I got on the subway a good 40 minutes before my train left north station and still missed it) and have also had one train cancelled shortly before boarding and another train delayed shortly before boarding. I would rather rot in traffic than take this commuter service and will not be renewing my monthly pass. I shouldn't have to pay almost 400 a month to then pay for an Uber to get me to the north station to catch my train on time because the subway can't stick to a schedule. As I'm writing this my commuter train is sitting at the station 20 minutes late for departure and we've just been asked to deboard and board on another track. The MBTA oozes incompetence.
1,"Sep 21, 2023","absolute trash of a company, making me pay for transportation that is unreliable to get to my destinations on time, talking about ""I apologize for the inconvenience"" as if its going to do anything. y'all making us pay for what exactly to be late every time?? especially speaking for the red line."
2,"Jun 21, 2023","The mbta is a quick way to get around- except the fact that it's unreliable most of the time. At least one train line is always down or ""being worked on"". This is constantly, so if you need to take a few train lines to get to work every night like myself I wouldn't rely too heavily on this transportation, and since it's the only affordable option to get around in Boston it would be wise to leave at least 15-20 minutes earlier than you usually would for anything"
5,"Jan 22, 2023","Cheap. Fast. Convienient. For the cost, MBTAs subways and rail are the best around. Are things dated? Sure. But this is the first damn subway in America. If you also value your life, the MBTA will save you from having to drive on these streets in Mass. Let me tell you guy, the MBTA probably saves as many lives as the local hospitals by taking some of these drivers off the road if you know what I mean."
4,"Jun 4, 2022","I actually don't know where I was so I can't mention station name. It was early in the mourning and it wasn't open yet. I guess some stations open at 5am. My day started at 3:00. It was a short walk. There was a couple of people outside waiting to get in. My train was supposed to leave at 4:45am. I remembered that there was another entrance without having to go thru building. So I walk down a little and there it was. I like to use bathrooms before I get on a train cause sometimes there's no bathroom on train. Apparently you are only allowed inside if you're a Amtrak ticket holder. Understandable. But if you share the tracks with another train, in this situation mbta, and I have my ticket. I should be able to use bathroom too. Security was very nice about it, I was allowed to use bathroom."
1,"Oct 26, 2022",There is no consistency how those trains running. I'm talking about all green line. Was waiting for my train to Boston over 25 minutes and at the same time 7 trains run to Boston college. Thats insane and mind blowing. And that's just fall. in winter I was waiting over 40 minutes.In the mornings a lot of trains running express to Boston college and tells 'there is a train directly behind us'. It is behind but like 10 minutes away! sometimes two trains can pass by you without any stop!
1,"Aug 27, 2022","Drivers are rude period. ""Speak up next time"" didnt know you were my mother.What a joke."
1,"Nov 19, 2022",Every higher-up in MBTA will be burned in hell for the tremendous amount of time they wasted on commuters.
4,"Nov 11, 2019","Seeing all the negative reviews, the first thing I am thinking is, why?Sure, the trains are packed, but that is a good thing! That means people are using this system to the fullest, and I mean the fullest!The Boston T (which I predominantly rode everywhere while in Boston) is the oldest subway system in the United States (even older than the New York City subway). It has three subway lines, the Red Line, the Blue Line, and the Orange Line, and one extensive light rail line, the Green Line (which acts like a subway downtown). There is also a commuter rail and a rapid bus service (the Silver Line), but I will be focusing on the T in this review.The T is a first-generation subway, which for those that are unfamiliar, is a subway system that was built before the advancement of the automobile and the interstate highway system. This falls in line with three other subway networks in the United States; the aforementioned New York City Subway, the Chicago ""El"", and the SEPTA Subway. Each of these systems were built with extensive station stops to accommodate large groups inasmuch as there was not a way to do so before the 1940's and 1950's. That is why the train infrastructure is older, the trains more frequent, and stops are closer together. But it also explains why it is better than something say like, Atlanta's MARTA, or Washington, DC's Metro. Those two systems are second-generation subways, or systems built to supplement the automobile, rather than act like one. But back to the T.I really liked the fact that they offer several passes to make it easy to travel without spending a lot of money. The maps are easy to understand, and connections are easy and fluid. If I had to nitpick on one thing I did not like, it was that the turnstiles are often broken, and that presented problems while trying to get into some of the stations. At least there were employees willing to assist at most of the stations where possible.If you come to Boston, definitely do not plan on taking a car everywhere. Traffic stinks, parking is worse. Use the T."
4,"Oct 20, 2021","There is a real chasm in the reviews here for MBTA - Massachusetts Bay Transportation Authority.  If you look at the source(s) of this, decent reviews seem to be written by out-of-towners and marginal reviews seem to come from the locals.MBTA means you don't need to have a car in Boston.  That seems to hold true for the locals as well as those visiting.  MBTA is often referred to as the ""T,"" especially if referring to its rail routes.  The routing is fairly logical and there are four rail lines:  three of them are heavy rail, meaning they use subway type cars, and one is a trolley type line.  Understanding the lay of the land with respect to the three subway lines is doable while the more trolley-like Green Line can be perplexing.  It fans out from downtown to go to 4 different terminuses, so you will have to pay attention to the train's signage.  (One of the terminuses is Chestnut Hill, which means Boston College.)  The Green Line is obviously also the oldest line in the system.  Once you're done with college - at least undergraduate studies - college kids can be annoying ... and Boston has a lot of colleges!  The good thing is that they are mostly in different places and rail seems to reach many of them - B.U., Boston College, Suffolk, UMass Boston down south, and Harvard and MIT in Cambridge, among others.  Harvard (Square), on the Red Line, is an interesting station where there are always performers and, well, characters.Visually, the system map is somewhat easy to grasp, while that of Washington DC is not so easy to grasp and that of New York City is a hopeless case. Unlike with many other urban transit systems, the rail cars are painted in the color of the line.  That means you'll have blue, red, and orange subway cars and green light rail cars.   Another interesting thing is that, on the subway cars, the seating faces inward, with seats only along the windows, while on the Green Line, the seats are lined up in rows, like one typically sees.All the lines come into downtown Boston.  At several stations, such as Downtown Crossing, Government Center, and State, various lines come through them and seem to be stacked on different levels.  It's as compact as Boston itself and feels very different from, say, MARTA or BART, where suburban stations have big parking lots.MBTA runs the trains, buses, and some ferries.  Commuter trains to further out suburbs use a much different pricing structure and are more expensive.  I've ridden on a few of the buses.  I wouldn't say that the bus drivers were rude, like some people are claiming.  A better word might be crusty.  Crusty doesn't bother me, but rude does.  Of the ferries, the ones a tourist is more likely to use are the ones from downtown to Charlestown, which is how you might return after walking the Freedom Trail instead of doubling back on it, as well as the one from downtown to Boston Logan Airport (BOS).  Also, MBTA runs free normal sized shuttle buses around waterside BOS Airport so you can connect to the water shuttle or to the subway.  BOS actually has an MBTA station called - you guessed it - Airport, on the Blue Line, which is next to the airport instead of in it.  This is commendable because, at Washington-Dulles Airport, rail will be arriving there soon, after about 40 years, and, in NYC, there is no subway to La Guardia Airport and the inexpensive ""milk train"" A train that went all around Brooklyn to Howard Beach in Queens, from which you could take a free shuttle to JFK, is gone and you now use pricey AirTrain to get to JFK via public transit.  So, Boston has the airport smartly connected to the the city center and many key places.For this being Boston, MBTA's fare structure is acceptable.  A single ticket on rail is $ 2.40.  There are also things called Charlie cards (which probably sounds great when said with a New England accent).  The daily card isn't a bargain, but it's easier to go that route than buy individual tickets.  The weekly card, on the other hand, is nicely priced.  It appears that the day or multi-day Charlie cards are not usable on the ferries.  I was told that they were, and then found out otherwise.  Nevertheless, you will want to ride on at least one ferry because the skyline and harbor views are captivating.The MBTA system is a workhorse and it does a lot.  It isn't ridiculously priced and it's convenient, so that's why people pack into it.  But at some times during the day, it has empty seats and it's almost relaxing to ride the subway.  MBTA stands for four words, and I think that, independent of isolated skirmishes, some eccentricities, and an oddity like a pandemic, MBTA is worthy of four stars."
4,"Mar 19, 2019","Not to be confused with MBA Boston which if you're lucky will be from Harvard or MIT rather than Boston College or Community College.These old trains in Boston will get you around and pretty close to a lot of the serious action which is an excellent element of them, although they are very old and very run down and they stop running kind of early.I appreciate them, especially in cold weather, but then again Boston is very walkable so I'm not sure how totally necessary they are.It's a great part of the city because a lot of cities bigger than Beantown don't have anything like this. The traffic in Boston is still pretty awful so this is an excellent alternative and if they were just a little bit more modern and less creaky and old then I would give him a higher rating."
3,"Nov 11, 2018","Since my review of the MBTA in 2013, I have ridden the metros in Beijing, Istanbul, Madrid, Santiago, Porto and Taipei. All are leaps and bounds better than Boston's system. They are cleaner, they are cheaper, they are more efficient. Yeah, the T is the oldest underground subway in North America. And it shows in quite a few places. Those other lines are newer and they have the advantage of time. So I'll give it to Boston's T for still being here after this long.And since five years ago when I wrote my review of the MBTA, I have been to each and every T station on the entire network from Oak Grove to Forest Hills, from Alewife to Ashmont and from Wonderland to Bowdoin. I've done every station on the Green Line and all the stations on the Mattapan trolley.I have reviewed each of the four lines and linked each of my reviews here:Orange Line - https://www.yelp.com/biz/orange-line-mbta-boston?hrid=x0avV_r4-u-fehjcfZUwiAGreen Line - https://www.yelp.com/biz/green-line-mbta-boston-2?hrid=mqtMTLXKFUzk3f81RqyHewBlue Line - https://www.yelp.com/biz/blue-line-mbta-boston?hrid=2JDh4NQfLSjs_NPMN5KEsQRed Line - https://www.yelp.com/biz/red-line-mbta-boston-2?hrid=1C58mcFBjwFNtxj2vw85IgThe MBTA is overseen by the Massachusetts Department of Transportation (aka MassDOT) and the Fiscal and Management Control Board (FMCB). The FCMB board membership is appointed by the Governor of Massachusetts.Keep up the good work. You're A-OK."
1,"Mar 20, 2013","London. Chicago. Montreal. Washington. Paris. Rome. Munich. All those and more are cities where I've ridden the subway systems. And frankly, all of them are easier to navigate and easier to ride than this here Massachusetts Bay Transit Authority.Granted, the Charlie Card is an improvement over the carnet they have in Paris but the London Oyster Card works better. And the Blue Line sure as hell doesn't squeal nearly as much as the Q train as it rides under Manhattan but the Paris system runs on rubber tires. And yes, the London system shuts down at around 1 AM just like Boston but New York runs all night! And hell yes, all of the MBTA is one zone which makes it a heck of a lot easier to work out how much it costs (yes, London is SEVEN fricking zones).But all of those negatives add up to, uh, where was I going with this, a system that sucks. It's better than walking, but that's not saying much."
1,"Dec 26, 2022","Employees are rude as hell. I just needed to get my ticket to scan and the machines weren't letting me through and telling me to ""see an agent"". When I saw an agent rather than helping me through the gate he insisted on me answering his small talk questions about my day before helping me. Needless to say once I played his game and answered his stupid ""how are you"" question he fixed the issue in about 15 seconds. Just because your life sucks doesn't mean you need to waste other people's time."
1,"Oct 21, 2022","Horrible. Very unreliable and slow. I just waited over 10 minutes for a train which went right on by and didn't stop for us at the Brandon hall stop. I waited for another 5 minutes for the next one only to be on ""stand-by"" for the next 5 minutes once I got on. Terrible public transportation"
1,"Jul 22, 2022",I hope my orange line train doesn't catch on fire.  I hope I don't have to jump off into the dirty river.  what a toilet
1,"Jan 17, 2022","Most disgusting subway ever, they have brand new carts that are just parked and not using them, why waste the taxpayers money to provide such a nasty service in ugly and dirty trains."
1,"Dec 8, 2022",horrible they make you late for work because they always running behind when all they gotta do is run on time the customer service is rude as hell and always have an anger issue let this be a motivation to get a car cause mbta sucks really bad
1,"Jun 24, 2022","So fucking stupid people has to spend time on vehicle more an hour. We pay for it but we get fucking stupid service like take shuttle bus to Government Center and take the green line to redline. Why do we have to stand on the way although  we pay for it, that so fucking wasted my time. You should manage it better and we don't need to pay for taking long time fuck!!!!!!"
2,"Dec 13, 2021","It's an okay public transport system. I live on Orange line and it feels like every week there is something going on causing delays. When the trains work, it is actually fast. Too bad I can't rely on it because of all the problems and delays."
1,"Mar 18, 2021",The MBTA doesn't care if we live or die. It is beyond obscene they are cramming entire trains full of people onto crowded shuttle buses in the middle of a pandemic.
1,"Jun 12, 2021",I understand that you have the oldest subway system in the country but your drivers are rude I never know what to expect for service delays overall a very poor experience
1,"Mar 22, 2022",They are the worst!!! They don't know what are they doing !! They suck !!! And now they want to increase the pricing !! It's unbelievable !!!
1,"Mar 20, 2022",Just horrible. Someone needs to put some work and funding into public transportation in Boston because it's hot garbo right now
3,"Mar 16, 2022",The subways are usually pretty clean compared to other subways so I don't know why people complain when the cleanliness is overall better. But the busses.. different story. I usually take the 105 and I realized how unfairly route 105 is treated. It gets at most 1 bus an hour compared to other nearby lines which get a bus every 15 minutes or less. Yea yea revenue but dam really restricting to 1 hour and 20 minutes?
1,"Mar 29, 2021",These people jump the schedule on a regular basis. Consumers rely on the schedule and they regularly disappoint. Poor excuse for a transit system!!!
2,"Mar 16, 2021","Terrible service. You have cut back service on the 216 routes. The bus drivers jump the schedule and leave early. When you are timing your exit to the bus stop it is crucial to be able to rely on the printed schedule. Instead, frequently, drivers jump the gun making it impossible to rely on the times. I have called regarding this issue on several occasions only to be told that nothing can be done since the driver is only a couple of minutes off. Ridiculous!!!!!"
1,"Aug 28, 2019",The worst transportation system for the handicapped and elderly that I have ever encountered.  My blind 96 year old Mother had to wait two hours for this Mickey Mouse operation to bring her back to her Rehabilitation Facility. My Mother had a stroke and went to Boston to see a specialist and it turned out to be an all day affair back to her rehabilitation facility just waiting for THE RIDE.  It was just a good thing that my husband was with her because I am not sure where she would have ended up. When they did finally arrive they did not have the bus so The Ride sent an ambulance to pick her up.  Thank you very much for The Roller Coaster Ride
5,"Nov 12, 2018","Mongo clip coupon from newspaper = Mongo get one FREE subway! Mongo very happy. Who no like FREE subway?!? You no like FREE subway?!? Everybody like FREE subway!!! Anywho, Mongo take coupon outside of Mongo hotel and ask a nice lady where is the subway? Nice lady point to at here. But Mongo no find FREE subway no where! Make Mongo very sad. Very sad. A Lot!So sad Mongo feel like sing sad song...""Mongo am""... Mongo saidTo no one thereAnd no one heard at allNot even the chair""Mongo am""... Mongo cried""Mongo am""... said MongoAnd Mongo am lost and Mongo can'tEven say whyLeavin' Mongo lonely still(mic drop)"
1,"Jan 27, 2022","Anyone from the Boston area knows that the MBTA infamously sucks, but it's the only public transit we have so are forced to deal with it. Constantly unreliable because of delays and never ending construction that never actually makes anything better, then they have the nerve to increase fairs. If a 2nd train option came up everyone would abandon the mbta forever"
2,"Nov 17, 2020","I have never felt the need to sanitize myself more than after a quick ride on the orange line on the T. The train car looked outdated and smelled of weed and cigarette smoke when we entered it. The interior can definitely use some updating - changing the wood paneling on the walls would go a long way. The seats looked as if the original fabric was still on there and they were filthy and stained. The exterior of the train needs a good power washing to get rid of the layers of stuck on grime and dirt.After this ride, my friend and I walked to a local pharmacy to spray Scrubbing Bubbles on our clothes and we washed our hands like crazy to get rid of all of the germs."
1,"Sep 14, 2020","The Ride.  By the MBTA.  The most impossible system ever.  Call their phone number(s).  You cannot get a live person.  After many days and many attempts, I finally was connected with a live person today.  She didn't even ask about putting me on hold ... I heard a computer voice say ""please hold"" and I was on hold again for over 20 minutes.  I have a full-time job and other things to manage.  I really cannot tell you how much time I have wasted trying to get help from The Ride.When we have been forced to use them - out of necessity - my disabled Veteran husband sometimes requires rides, when I am not available - they are late to pick-up.  They are horrible about dropping him off in the right location.  If I had other choices, believe me, I would make them.  In fact, I will be using Uber tomorrow, as I cannot get a hold of The RIde (I've been trying since last Thursday) to schedule a simple pick-up @ a location and drop-off @ home.  It's horrible.  If I ever do reach someone at The Ride (please, don't send me to their website, we cannot login to our account because ""it's a new system"" I was told via an email) I am going to ask for a full refund of any money that we may still have on the account.  The Ride - you are a terrible excuse for a service that is supposed to help disabled, elderly, challenged people.  I really don't know how you get by with remaining in business."
1,"Feb 26, 2019",I don't even feel like giving any star. I have lived in Boston for last 2 years and every year MBTA service has been declining. On top of that they are increasing price on July. Constantly Trains on standbys and let's not even talk about how bad his services are. There is so much for them to improve. People won't mind paying for the service but how can they increase price and keep providing mediocre service.
1,"Nov 13, 2018","Truly disappointing organization, one of the worst of a major US city.There is lots to be said about the Green and Orange lines which are near constantly plagued with issues during the poor weather months.  Being a northern city, Boston ought to prepare for inclement weather like any other major city, yet it does not. Every winter you can count on multiple trains being out of service every day, causing delays ""up to 15 minutes"" which actually means at minimum 1 hour and probably longer.Today their most modern line, the Blue line, had a signal failure which caused significant delays. They had 1 person on the platform providing no information, did not arrange for shuttle busses to deal with the thousands of commuters they inconvenienced, and knowing their service was down neglected to inform people of this until after they had swiped their card and paid for the ride.Any other business that was run as poorly as the MBTA would have been run out of town on a rail decades ago, but here we are.A major city should have:Multiple T lines which reach most major neighborhoods outside the center of the city.Transit systems which run on time within +-5 minutes of scheduleTransit system that can handle the expected 80-100 inches of snow each year Boston receivesTransit systems which are professionally managed so commuters are kept up to date about delays and screw ups.Boston's MBTA can claim none of these. Its a failed agency and should be auctioned off to a more professional organization, and any who have had a say in its management over the last 2 decanes should be immediately fired and prevented from ever being employed in the public transportation sector in the future.Sincerely,A T'ed off Bostonian"
1,"Aug 24, 2021",The power went out on one train and they kept saying a few more minutes which ended up taking 2 hours; the train was only supposed to be an hour 15. No information was shared and it would have been faster for me and my friend to take an Uber but they kept saying just a few mins. Will try to avoid using in the future.
3,"Jul 20, 2019",Simple and easy to navigate. If you are a visitor this is the way to get around the city.  Compared to other cities this system is pretty straightforward but unfortunately run down and in need of repair. Several stations had broken elevators which brings up that this is one of the most handicapped unfriendly subway systems I've ever seen. We had person who walks in other difficulty and the complete lack of elevators or even escalators is disappointing.
1,"May 12, 2022","I was attacked by a black male passenger. I just randomly looked at him because he stood beside me. He started to ask ""Why look at me?"" I said""It is a public space, I can look anywhere I want"". Then he started to punch my head back. He is smart and know he should not punch my face. I did not fight back because I am afraid it could result in more severe accident. After some passengers stop, this AA man stopped. Then the MBTA commuter train conductor started to come. He just asked me to leave this cart and stay in the space between two carts. He left the black man to stay in the card even I was the victim. Then he left me and the black guy at the stop of W Medford and said he called the police. After around a half hour, two policemen came. One is a young white and one is a young Asian/Latino. The white asked me questions and the latino asked this black man. I did not know what the black man answers the questions. The white man simply asked me what was going on and he even said I should not go to the court because it would hard to explain because he said I should fight back even though I did for God's sake. Also, my face was all right since the black man only punched my head back. Then this black man only said sorry to me and then the two policemen left and let the black man and me wait for the next train. As being an Asian man, I have been treated unfairly many times not only this time but many other occasions."
1,"Jan 4, 2021","On Jan 4th afternoon, the driver of greenline to heath st would not let me get on the train because he said he was scared of the coronavirus because I am an Asian"
1,"Jul 29, 2018","The commuter rail trains are terribly outdated and often run 30 min - 1 hr late or more due to mechanical or switch issues. The app associated with the mbta supposedly lists up-to-date alerts, but the alerts are never updated to reflect estimated times that trains will arrive late, only a range like '30-50 min late' or unspecified. Even if a train is late by an hour, passengers still need to pay, which is ridiculous"
5,"Jul 30, 2021","The MBTA provides a great service to Boston and the surrounding areas. I've lived in Boston and now outside of Boston and use the MBTA daily. I had an inquiry with customer service recently - they were so responsive, pleasant, and helpful. The trains are typically always up to full capacity. Thank you to ALL that contribute to the MBTA."
1,"Feb 20, 2021",The buses speed past you without a glance at the stop. An epic time-wasting service that somehow justifies increases in fare over the years. Pretty horrible for such a bougie city.
1,"Feb 10, 2021","The MBTA is the WORST transportation service I have ever used. They charge me way too much to get into the city, then charge me for overcharge me for parking, THEN after I bought a monthly parking pass gave me PARKING CITATIONS everyday of the month. When I tried to contact the parking services they use, they go through a third party, which when you call them to fix your issue, they redirect you back to the MBTA. I was literally calling the same three numbers in circles and no one was helping me. This was the worst customer service I have ever tried to use. Avoid the MBTA at ALL COSTS."
1,"Dec 13, 2019",I have been to over 20 cities and more than 10 developed countries but I have never seen a worst transportation system like the Massachusetts train and bus system. I encourage and warn all visitors to rethink and be warned if they choose to come to Massachusetts or else go some other cities that are more organized . I am planning to move out of the state and number one reason is the frustrations I get every day when I am going to work ! This system should be privatized ..
1,"Sep 26, 2019",Today I took a train from Newton highlands card number 3822B operated by an African American lady wearing sun glasses. As I was getting in the operator saw me and she pressed the door closed button purposely to press me while pulling out my Charlie card. She just looked as the door was pressing me. This lady did not say a word accept seeing me pay my fare and I walked to have a sit.This is unprofessional and imprudent of an employee who actually caused this accident and I will follow up with my Dr.
1,"Sep 8, 2019",Worst service I have ever seen. I don't know who are the planners but indeed this agency needs to be privatized to be run by competent professionals. One time I had to direct a driver to riverside after spending two hours driving us around. Trains to riverside are a mess. They never communicate or coordinate to each other in case there is a change of service
1,"Aug 26, 2017",This is probably the worst train system a city can offer to its citizens.Ticket stations doesnt work most of the time.There is always something wrong with the trains.Not to mention that it shuts down at 12 30 during the week and 1:30 the lastest on the weekends. No 24 hour service for a city like this?Really?That helps killing the night life in Boston witch is already little to non existant.
1,"Dec 4, 2019",Absolute dumpster fire of a transit system. I hope they're at least throwing some fun parties with my fare money because it sure as hell isn't going towards improving service.
