Rating,Date,Review
4,"Jun 28, 2021","The DC metro is pretty awesome! Having lived in several cities, I find this metro to be easier to navigate, cleaner, cheaper, and more reliable than metros I have taken elsewhere (especially in the northeast)! Sure, maybe not the most luxurious mode of transportation, but we are lucky to have this system in DC which enables us to travel around our city with minimal impact to traffic or pollution.Pros:Cleanliness: The metro is extremely clean, in my opinion. Compared to metros in other major cities that I have taken, each stop is generally taken care of, smells ok, and I never feel disgusted sitting on the metro. You do of course see rats sometimes, but this is pretty much commonplace in every metro system, I believe.Easy to navigate: It is easy to navigate the metro system in DC. The cars will update to tell you which stop is next. Maps are present at each stop, and operating the machines to get a ticket is pretty easy as well. If you are confused or in need of direction, I have found the metro employees to be generally friendly and helpful as well.Price: The price of taking the metro in DC is awesome. You can get a pass for multiple rides which will account to some savings, if you are taking the metro frequently. If not, you can ride most places for about $2 a ride. This definitely beats the price of Uber, Lyft and Taxis if you are willing to walk a little to the stops.Reliability/Speed: I find the metro to be decently reliable. It does occasionally run a couple minutes late, but generally arrives on time, and doesn't encounter too many delays compared to other subway systems I have ridden on.Airport Access: If you need to get from DC to the Airport, let me assure you that taking the metro is the fastest and cheapest way to go (unless you have a lot of bags to carry, I suppose, in which it might be nice to get a ride). The blue line pulls up right next to the airport, though, and makes it a very convenient ride.Crowdedness: The metro doesn't seem to be as crowded as other subways I have taken. I tend to get a bit claustrophobic when I am pushed up too close to someone, but I have always felt very comfortable taking the metro around DC.Cons:I will say that the only con I have sometimes is that I live in Georgetown, and there is no metro stop super close to where I live in particular. Foggy bottom and Dupont Circle metro are within a 15-25 minute walk fro me, but there is nothing super close, which is a little bit of a bummer sometimes!"
1,"Jul 19, 2022","Explain to me how the bus spontaneously comes 5 minutes earlier than the scheduled time just because... or how the bus just never shows up, even though it says arriving and departing on the map while you're literally standing there at the stop... or how your only form of communication about a new stop location is in bold typing on a piece of computer paper taped to a window. The train and the bus have been late many times before, but I've made it work. The train has broken down before, but I've made it work. The bus hasn't shown up before, but I've made it work. However, today was extremely unacceptable. I know COVID has hit your system extremely hard but there is absolutely no reason your communication and knowledge on a situation is this terrible. My normal stop is at DOCTORS HOSPITAL RDWY & BUS SHELTER which services the G12 or PG16. These buses run every 30 minutes to an hour and if you miss one, you just have to wait for the next. Even before today, this stop has a history of buses that never show up or end up arriving extremely late.This morning, I got there on time praying at least one of them would show up. There was a piece of printer paper taped to the window saying ""until further notice, the bus will not stop here, but at the 7/11."" This hospital is on a hill, but the 7/11 is down the hill and around the corner. I'm looking at the older woman standing next to me with her cane, trying to figure out what to do since we now have to rush to the 7/11. I was able to get her to the professional entrance of the hospital where she was able to call an Uber, because again, we're on a hill! I finally made it to the 7/11 only for the bus to stop nearly 2 blocks BEHIND the store. I'm standing there trying to flag down the driver to at least ask a question and we're throwing hand signals at each other since he can't open the door. I was finally able to understand that he wasn't stopping at the store, but a block and a half past it. The store is at a busy intersection and NOW, I have to run through the light to catch the bus. When I finally got on, I asked if he knew he was supposed to stop at the store and that there was a paper at the stop saying the location had changed...  ""I wouldn't know since I don't go back there."" He wasn't even aware there was a stop change! How could he be?! From the piece of paper that could've blown away at any minute? WMATA, let me tell you something... it doesn't make any sense that I literally had to run a marathon today just to catch the bus. I didn't even know who to be upset with this morning."
1,"Dec 27, 2022","****WATCH OUT FOR STATION MANAGER C.SMITH UNRULY BEHAVIOR****Date:12/27/22Train: Silver LineApproximate time of incident: 9:06amLocation: Greensboro StationStation manager name: C. SmithAs I was exiting the Silver line train at the Greensboro Station, I went to the bathroom and it was locked. I go and ask the station manager C.Smith if he can please open the door? and he had a very disgraceful and unprofessional, unruly attitude as if he was having a terrible morning already and said the bathroom is already opened. I said it's not, he said ""yes it is and yelled at me and walked away. I tap the window to get his attention since he walked away to advise, if he can open up the bathroom one more time and he got mad and said ""Now the bathroom is close have a good day"". Unbelievable,  I was refused to use a public bathroom. I am a Metrorail paying customer. This was uncalled and unfair that a WMATA station manager refuse a customer to use WMATA restroom because of his personal feelings.""UNBELIEVABLE""According to the WMATA guidelines it stipulates:WMATA advises patrons-in-need to obtain permission from individual Station Managers. WMATA expects that in almost all cases the station manager will honor a customers request to use the facilities."
3,"Apr 22, 2021","4/22/21Whether I was taking the Q2 to Weaton, Montgomery College, Lake Forest Mall,  Weaton Mall or Silver Spring, Metro Transit is what I used to get from A to Q.  Most of the time I had pleasant experiences on the bus.  Most of the time the buses were pretty clean, but there were times the buses were not or them smelled bad.   This was mostly do bad hygiene or  people sweating, because of the heat.I have seen arguments on the bus; as well as physical altercations, but they never got fully out of control.   I did enjoy watching these events transpire.  The Metro/Subway:In the beginning taking the metro was pleasant. I enjoyed reading my books for a 45 minute ride. I enjoyed experiencing the No Pants Day during the Winter Season. I enjoyed riding the subway during Halloween and seeing people dressed up. I will never forget seeing a woman dressed up like Olive Oyl getting into a argument with her boyfriend dressed up as Popeye.I will never forget the homeless man stinking up the whole subway car. The smell hit everyone's nose like a ton of bricks..The only thing worse than the homeless man were the delays on the train. Several times it caused me to be late for work and nearly fired.  The other problem I have experienced are the horrible personalities of some station managers. I have asked a legitimate question and got 15 second pause before he answer in a not so nice tone.  WTF!? Hopeful hiring people with better manners is something that is being done.The Subway had a lot of problems going on, but I hope they have been able to turn this problem around. I haven't been on the subway or bus transit system for a while. I am curious to see what has changed in the years I have been away from them. I hope they are better now."
1,"Jan 18, 2022","I moved away and submitted a card for refund, exactly as directed by WMATA when I called them originally in Oct.. Now they refuse to refund the $28.30 that was left on the card, even though they readily admit that I returned the card and all records show that amount remains on the card. They pass you from person to person, no one knows the other... they all have a different story and none make sense. They just wear you down and keep your money. I believe someone is skimming and no one wants to admit it.    Best advice...do NOT give them credit card number to ""auto load"". Instead, add to your card with cash or CC on your own so they cannot ""auto load"", charge your CC, then refuse to refund unused amount."
1,"Oct 22, 2022","WMATA Metro is legit trash they operate as if DC is a third world city. Very unreliable especially after Covid pandemic. Maybe because more people in DC drive compared to New York, they don't bother fixing the issues,"
2,"Sep 7, 2021","I was offered a small $8 partial refund on my wasted DASH pass.  $8 dollars... That doesn't make up for the $40 in fares I paid while waiting for my pass to finally activate.... I told them to keep the $8. DASH busses are now FARE FREE and no longer even have a DASH pass as of 9/5/21. Thank you to DASH for stepping up and going fare free.... I wish all regional buses would jump on the same bandwagon. as for WMATA, 2 stars now because I was offered some assistance... but at the end of the day, I will stick with not loading any kind of passes to my card and just pay cash at the fare box to add money to my card, seems any other option for adding money to a card takes hours or even days.... they need to step up their game when it comes to the online purchase of adding to a card."
1,"Sep 3, 2021","bought dash pass 8/3, wasn't loaded until 8/16, when it did finally load it listed on the website as being loaded on 8/1 so my 1 month dash pass only lasted from 8/16 to 9/1 and then it expired... what a rip off. Ill just continue to pay for full price rides, I lost probably $40 on the whole deal of buying a 30 day dash pass that only worked for 15 of those days. Total waste of money."
1,"Aug 11, 2021","horrible.... bought a dash pass as I take dash bus 2 times daily... $45 for the dash pass on 8/3  as of 8/11 dash pass still not loaded to my card... called customer service and was advised they would ""refresh the card"" I use my card EVERY day... I loaded my dash pass on 8/3.... it's 8/11 and I am still paying $2 bucks a clip for a ride when it should be covered under my pass that I paid $45 for 2 weeks ago... I will NEVER buy a pass again... they have gotten at least $40 out of me for bus rides that should have been covered under a pass I bought a week and a half ago... F*ck WMATA..."
2,"Apr 8, 2017","After relying on metro rail and buses for a solid two years, I just one of the worst disappointments today. The 16B bus never showed up, and I gave up after about 40 minutes. To think that there must be others like me who ride the bus to work and some person/people's doing/not doing their job affects our ability to get to our workplaces on time outrages me at least a little bit.What is with the live schedule data, by the way? There's ""old data,"" ""scheduled data"" and unspecified data, and in today's case, none of them reflected the actual running of the bus service. Let me also mention how reliably late at least the 16B route buses are, and that I honesty cannot count the times I have been forced to be late for work because of this unreliability. On a positive note, I appreciate that there is a public transit system at all, especially for those who do not have a private means of transit."
4,"Jun 26, 2016","As a relatively new resident of the DC/Virginia, I want to focus on what works for me and the benefits of the Metro service for my current needs. I think WMATA provides a decent system of public transport trough rail and bus service. Sure, the expected ""major"" service disruptions due to SafeTrack add a little anxiety because I regularly rely on the Metro for commute, and I've heard that this major repair work is a result of years -some say decades- of neglect and mismanagement. Maybe the disruptions will be so great that I might feel differently about WMATA weeks and months down the track, but for now and so far, it has been pretty great and reliable. And it looks heaps better than the NYC subway! There have been several occasions where I felt like making a formal complaint but decided not to, including one time at Rosslyn station the blue line trainer people out but shut the doors so quickly after people got odd that dozens of people including me didn't get a chance to board the train. I hope they keep improving and complete the system upgrade successfully."
1,"Nov 27, 2018","Constant delays, several hold ups, many out of order, always late, oh yes and smells bad"
3,"Aug 2, 2017","WMATA is definitely the most expensive mass transit system in the United States to use. With the price based on your starting and ending points, I'm still wondering why they are short on revenue, but being short on revenue is the story of most mass transit systems. Almost half  of the system is underground. I didn't experience any of my trains being delayed (which I know was a major complaint among the locals). However, I did experience escalators being out of service and being serviced at every station.  Rush hour was a breeze, no issues as far as missing connected trains.  The stations could use more lighting on the platforms  ."
1,"Sep 10, 2018",WORST. METRO. SYSTEM. ANYWHERE!!It's not just the incessant stopping and starting over and over... IT MAKES NO SENSE! HOW do you stop 3ft short of the mark in a station repeatedly?!? OrWHY would you need to stop 1 train length into a tunnel for 6 stations in a row?!?ITS THE 21st CENTURY!!! Get with the program.The service is a national embarrassment!
1,"Nov 6, 2017","One star now... I don't know whose bright idea was it to single track on the weekends on the red line. Here I am at Grosvenor and I find out that trains are running 30 minutes behind... so my day is already ruined thinking I'm be on time to an event, i had to wait for the old train to go to the slim shady station and come back here... friends asking me where am I! So almost 45 minutes later the train arrives... then a few stops later a lady enters with her flea infested canine. It was in a dirty knap sack with no vest. Obviously not a service animal. Then a young cat decided to sit next to me smelling like a brewery and decides to eat his cheetos and ice tea and leave his trash on the seat when his stop came. This scenario is all to common on metro. At Chinatown metro you see all types of mice and large rats running through the platforms. Don't take the Green line going into D.C. At night either.  Escalators and elevators are always out of service!"
2,"May 16, 2016","The worst mass transit system in the country! Yes I said country! NYC is better and it's much older! It's very unreliable and unpredictable! The trains are now single tracking which causes major delays especially now. General manager hasn't done much through the years and now all of the sudden is making drastic changes. At times when I'm on the green line or red train stops in the tunnels for long periods of time without notice. Fares always increase yet service continues to deteriorate. Kids on the trains run the show during  PM rush hour. As of June 3rd the subway closes at midnight, so they can supposedly fix the issues. Something they should have done from the beginning. Not good for club goers or club promoters. Be on guard when on the train especially on the green line, leave early and plan ahead because there will always be delays. Worst lines are red and green line. Avoid metro center stop. No air. Very few train cabins during rush hour."
1,"Jan 4, 2022","Peaceful peaceful rising. I boarded the train to work on 1/4/22 @ Congress Hts Metro toward Greenbelt.  Much to my dismay the train conductor announces the train will be dumped at Navy yard and a shuttle bus will be waiting I hadn't been on the train 10mins before our peace was penetrated. The passengers get out the station NO BUS ANYWHERE TO BE SEEN. People are scrambling to access Uber, Lyft reception was bad so the buffering continued in addition to no cars being available. One of metro constituents announces SHUTTLE BUS WILL BE ARRIVING! In ten minutes or!! NO BUS EVER CAME unless it came after I access my Lyft. It was well over an hour of waiting. Chicago has a system that runs above ground and it's robust in sound never have you heard of the mis fractions that continue to occur on this system. NY has a very very extensive system you never hear of derailments NOTHING compared to what I've experienced upon my arrival to DC. Clearly the ball is being dropped in reference to improving the mis fractions that continues to occur. I pray Sincerely that WMATA will rectify all that continues occur. Has  the loss of life meant anything?? There is 361 days to better accommodate those of us who use this type of transportation for getting to our bread and butter. Appreciate any kind of taking ownership of today's turn of events before 7am this morning. Appreciate you B...."
5,"Oct 30, 2018",I'm much appreciative of the WMATA employees for assisting me with obtaining an item I dropped on the train tracks. They were very helpful.
1,"Dec 5, 2019","This review is directed to the customer relations department, which most likely does not exist!?! All Metro bus drivers need to take a course on customer service, 98% of the bus drivers are extremely rude non responsive to questions concerns for the comfort of their passengers. And especially to our  vacationers that come to visit this beautiful, rich in culture and history historical Tri-State of our nation's Capital...Now for reading maps and Street pole postings of bus stop, this needs a revamp aswell.  the majority of bus stop poles that indicate the bus number need to also indicate the direction in which one is traveling when you get to the bus stop. one is not sure if it's across the street or in the same direction to continue traveling to the Final Destination. most bus drivers when you ask them of a specific stop on their route they don't know, in most cases they just go by landmarks and  in extreme cases they're very rude and ask you if you know how to read . They say to read the labeled at the front of the bus or they'll just look you up and down and wont say a word to you.Just a little frustrated. I'm rambling but nonetheless it's a huge concern for those of us that commute with wmata please be more compassionate and informative to our traveling needs... thank you I hope improvements of customer service come soon..."
1,"Nov 29, 2018","Expect severe delays, broken escalators, overcrowding, unexpected and abrupt stops, and unhappy faces. Be ready to pay large sums for the worst part of your day."
1,"Aug 20, 2019","I was taking the 25B (2962) via vadorn. The driver was standing outside talking in her phone. The bus displayed no sign of the line. When I was trying to ask her about the bus number.. she keeps ignoring me and talking in the phone. More people start coming and waiting while the driver keeps ignoring everybody. When I asked her for the second time, she turned to me and said "" don't you see that I am in the phone"" then she went back again..."
1,"Jan 5, 2017",Tourists should beware of the metro.You sometimes wait over 10 minutes for a train.Sometimes your train stalls and makes you over 30 minutes late.The speaker system is tinny and loud and the Metro employees natter on incessantly about their collapsing system and which piece is down that day.If you need an escalator or elevator for luggage or a bike chances are it will broken down at one end of your trip.If you have to go very far or can't always wait until after rush hour it is going to be $4 each way.  Not sustainable if you are planning to use it 5 days a week to go to work.  Sharing an Uber may be cheaper.The system is often dirty so careful what you touch.Violent teenagers and raving racists and lunatics are not uncommon.
1,"Oct 5, 2019","Yellow line train suddenly changed to a Blue line train when it wasn't even on a Blue line station ( Archives station) makes no sense, and they didn't give folks a chance to get off."
1,"Aug 17, 2016","Zero stars. ZEROThis system is lunacy.Buy a car.If you need to feel environmentally considerate, buy a prius."
3,"Feb 21, 2014","Don't get me wrong - I love the DC Metro system. It goes to lots of places (and misses tons of places, too). It's cheap enough with a $14 day pass. There are a few cities I've visited where you can walk out of the airport and immediately get on a subway train to downtown - Minneapolis, London, Atlanta, Chicago. And there are several world class cities that do NOT have a subway system hooked right up to their airport - New York and Montreal for instance.It's great because it will get you pretty close to nearly all of the major tourist destinations with a few exceptions. The Lincoln Memorial is probably the furthest.The Metro stations I've experienced have usually been quite clean with very little trash or litter and I don't recall seeing any real graffiti indoors. The trains as well are clean and reasonably comfortable and they're surprisingly quiet (compared to New York and London!). And it's cool that the same trains are used on all lines throughout the system.Strangely, the start of operations on weekends is SEVEN AM. That's just crazy! And really irritating for someone who had an 8AM departure out of DCA. Ugh."
1,"Dec 22, 2016","Not sure if WMATA would be supportive of customers attending  the inauguration. Perhaps WMATA needs assistance also on how to plan, organize ,  and expedite production of  user friendly cards?"
1,"Apr 21, 2018","Worst service I've ever encountered in my whole entire life please use Uber, Lyft, or via when in dc this service is soul crushingly inadequate"
1,"Dec 21, 2015","Two stars...that's just too generous!!!! It looks like I have to rate metro at least one star to write a review and that's just wrong! Metro is more of a negative rating experience and has been for a long time with no improvement in sight! Why I continue to to use it shows the general problem...no options.  Guaranteed money leaves them without any motivation to change.Today's particular issue...signals issues at Roslyn. Multiple minor delays to get to the station which would typically be great luck for metro but of course you get into Roslyn just time to see the doors on the next train you need shut. Oh, and the train going in your direction 20 minutes later! Why the hell wouldn't they delay that train 30 seconds to let people on the train arriving board it knowing the delays. They just don't care about the riders. But more importantly why is the next train 20 minutes?The bottom line if you need to be somewhere metro is not a smart option unless you have all day to get there and you best be praying."
1,"Jun 5, 2018","The worst ever. You used to be decent in the early 2000's what happened to you? Smh. Thankfully my job pays for you. If not I'd catch uber. I'm either early or late thanks to you. Never right on time. My life...now, as gas prices rise you might see me a little more often. But geez. Am I really prepared? Probably not."
2,"Jul 7, 2020",Wow! I just want to live! There are so many people on these trains with their mask under their chin or none at all( including police officers). People can become so free until they are stupid! When stage ll arrives they are in trouble. You would be able to move into houses like The Walking Dead! Just pick a house and move in.
1,"Apr 13, 2018",Smart trip web portal is very bad user interface. Seriously bad.
1,"Aug 18, 2015","I just want a public transportation system that isn't on fire.  Is that too much to ask?When I first moved to DC in 2006, WMATA was a great way to get from Point A to Point B in a reasonable amount of time.  Over the past 9 years, it has gone downhill.  It is no longer reliable, and safety is a major concern.  I've been late for work at least once a week since 2015 started due to WMATA's incompetence."
2,"Jan 2, 2019","Since my '17 review, a lot on Metro has improved. Better headway adherence, automatic door openings, a vow to restore ATC this year, less fires and a higher MDBF. The last one can be attributed to the least reliable railcars being retired. The 7000s now make less noise because of a modification to the trucks--they weren't built to spec. Most problems are from the 7000s having manufacturing and design issues, but as of now, they are doing very well, beating out the 6Ks to the top. They will get rid of the 2 and 3Ks, which will probably bring up reliability, though I personally don't like the 7Ks or the 8K render. The 2/3Ks are the best in the system. Comfy seats, laid back lighting and big windows. 6Ks are similar. This won't hurt my star rating, though."
1,"Aug 4, 2017","Look. WMATA has worsend service, raised fares and cut costs. All on June 25. Also, please, tourists stop praising WMATA for being clean. It might be, at times nicer then the NYCT Subway, but at it's core with things like service it is clear that the NYCT Subway is better. The NYCT Subway may have de-railed 2 times in a month, but they haven't killed anyone in recent years. (Unlike WMATA Metrorail who has killed 9 riders since 2009, 1 worker who could not have prevented the 2009 crash, due to WMATAs lack of safety culture, including falsified logs that led to the death of a rider in 2015). Also, keep an eye out for WMATA hot cars and bad areas, as both can be deadly."
1,"Jun 28, 2018","Welcome to DC, where the WMATA charges you extra money to commute during normal commuting hours, where your round trip subway fare can actually cost $10, where you take the subway and they don't even use full sized trains during rush hour so you cannot get on the train, where you have to allocate your employer transportation funds over 10 days before the end of the month because this city can't seem to get its shit together enough to live in the 21st century where you can buy monthly passes on the fly. I hate the WMATA. They are useless and a waste of money and their customer service is the absolute worst I have ever dealt with. I had never been so angry at a public transit system. NYC is 5000x better that the POS agency."
1,"Jul 10, 2018","Love when the online schedule lies and I wait 40 minutes for a train that doesn't come and have to catch a different train to ""close"" to where I want to go and Uber the rest of the way. Terrible infrastructure. Terrible workers. Terrible nation's Capital transit system. Arrived in a station at 10:45 when the trains stop at 11:30 and the silver line never came.... maybe trump should build a better system for his own people before he builds a wall...."
1,"Oct 22, 2018",It's like the mission statement at metro is to find ways to make people hate it more.Just wish they can stop with the schedule readjustments and holding of the trains...like they want you to miss your bus.
1,"May 26, 2018","Your system sucks. You disappoint people every day. You piss off people every minute. Your workers are sullen and distracted and your infrastructure is failing. Do you give a toss, or is your horribly bad service simply business as usual?"
1,"May 10, 2015","The convenience of traveling around the D.C. area on the WMATA Metro train is greatly outweighed by the constant delays and regular fare increases. I began writing this review yesterday as we were waiting for nearly 15 minutes at Braddock Road without an announcement for why we were just sitting there so long with the doors open. I am finishing this review currently sitting on a train at King Street (about 10 minutes now); but they have at least been polite enough today to announce that the delay is currently caused by single-tracking due to maintenance. Yesterday we left the train and just grabbed a cab to get into the city. I will still use WMATA because it is still the easiest way to get into D.C. I will always dread having to use it,  because it is a headache 9 times or of 10. It doesn't appear that the situation will get better any time soon, as we are always hearing about budget and management issues. All I can say is GOOD LUCK to all riders of the Metro!"
1,"Jan 13, 2015","The D.C. Metro is a complete wreck: regular delays, overcrowding, dirty stations, no A/C in the summer, etc.I avoid it at all costs when I am in D.C.. Instead, I walk of use the D.C. Circulator"
1,"Jan 23, 2020","I am literally sitting on the train as I write this review. If the traffic wasn't terrible in this area I would drive. WMATA service is terrible! Train service is unreliable, customer service is unprofessional and a waste of time. If I could give them zero stars that would be more appropriate."
1,"May 16, 2017","Charging me $8.60 for parking because i got off at bethesda instead of my usual Grosvenor and walked to get my car! this is rediciulous! If we checked in and out at least once, WHY DOES IT MATTER IF WE GET BACK ON THE SAME STOP. They have a monopoly on the public transit system and still can't manage their finances correctly so they resort to gauging customers."
1,"May 6, 2017",Good God this system is horrible? Maybe I'm just used to Boston but do these D.C. trains ever run on time? No wonder everyone in D.C. works on flex time! There's no choice but to do it that way. The station managers are generally rude and ignorant people.
1,"Feb 15, 2017","I never thought I'd rate the metro, but here I am.Honest to God, this is one of the least efficient, most expensive, and overall worst public transportation systems I have witnessed. Growing up I've had the chance to use the Moscow metro (amazing), Paris (alright), Vienna, Prague, Munich, Berlin, and a few domestically like Chicago, Boston, and New York (amazing). WMATA very unfortunately pales in comparison with all of them. There are some pluses to it, but the negatives outweigh it for the most part.Cons:-Bus schedules are inaccurate and oftentimes late, and sometimes don't even come at all for no announced reason-Long wait times outside of rush hour (and decently long during rush hour occasionally too)-Very expensive fare structure (dependent on whether it is rush hour or not [which are very long periods], and the distance of the trip that you're taking)-Occasionally rude employees (I personally haven't had a problem with this)-Severe lack of competent management-Inefficient ownership/operation structure (different counties in 3 different states each have influence over the system, as well as influence form the federal government)-Boring architecture. Despite what the rest of America thinks, I don't like the brutalist concrete. Makes it look Soviet, which is ironic when you look at how the Moscow metro looks-No reliable access to the main international airport (Dulles). This is unheard of for a major city, and frankly embarrassing-Numerous safety issues (outdated technology, somewhat frequent malfunctions and occasional crashes, other major disruptions like safetrack)-Lack of dedicated funding-Confusing fare passes (28 day metro pass?)-Closing at midnight everyday for the foreseeable futurePros:-SmartTrip card paperless payment system-Somewhat convenient locations-Decent bus routes (D6 particularly great imo)-That's really about it honestlyOverall, despite being the second-busiest public transportation system in the country, WMATA is very poorly equipped to handle such a large flow of people consistently and efficiently. The safety issues are particularly pressing for the time being, but I think that the management and funding issues are overarching and will have to be addressed sooner rather than later so that going forward WMATA can be more beneficial and run smoothly."
1,"Mar 23, 2017","I have been taking the bus every day to and from work for over a year and let me tell you, it is the worst. Sometimes buses that aren't full will pass you by for seemingly no reason, which is infuriating. The bus I take to work is so poorly timed. It is supposed to come every 8 minutes. Instead, I see two buses right behind each other pull up almost every morning (of course I'm still two blocks away at this point and can't get there in time to catch it. I swear it's just like that episode of SpongeBob where they left bikini bottom and the bus would sneak past every time they werent looking). This double bus situation means that there won't be another bus for 16-20 minutes. I have sent wmata emails before but of course that was fruitless. I never expected anything else. With Uber and Lyft these days, it's also sometimes easier and cheaper to pool rather than really on this piece of garbage DC calls a Transit system. It's no wonder they are losing money. It's nothing short of what they deserve.Original post: passed by a bus 3/23/17Update: I think I'm just going to start keeping a running tally here of every time a bus passes me by accompanied by the date. 4/4/1710/2 bus was not full and it did not stop even after I waved my arms vigorously. Sigh. Well I went about 6 months without documenting a case on here. Honestly, because I forgot. There have definitely been more times."
1,"Dec 15, 2019","Unreliable and dirty.  Did I say unreliable?  Oh, and don't depend on the online or platform messaging to know if the train is on time.  That is also UNRELIABLE!  So if you're trying to go somewhere and actually be on time and you're using metro leave 2 hours before your arrival time.  YOU CAN NOT DEPEND ON METRO SCHEDULES!!"
3,"Jun 10, 2014","Summary: it gets you where You need to go and is better than driving during rush hour, but can be lengthy wait times in evenings and with transfers. The DC metro system has it's ups and downs. And I'm not talking about the huge escalator heights at DuPont Circle or Bethesda. It's nice during rush hour for those of us not going on the most common and sardine'ed routes, and it will pick you up directly from DCA airport which is great. The problem is when it doesn't work, has major delays, and ""routine track work"". If they are going to close the subway of a major metropolitan area in the evenings, at 12am - 5 am Sun-Thursday, I would hope they could use some of this time to fix the issues. A few general statistics-trains are clean-prices are overpriced for public transportation-the trains are packed and run often during rush hour-trains have fairly comfortable seating-pretty good station proximities within dc proper-90% of the time comfortable tempatures-and oh hell, I hate when you miss a 9pm train by 15 seconds and have to wait 20-30 for the next one I'll keep riding, but there is a lot of room for improvement. They could start by hiring competent drivers that don't close the doors on patrons and know how to properly use the one thing they should be trained to use (brakes)."
1,"Aug 15, 2016","Smartrip card charge of $38 for 7 day pass did not work. Had a pile of folks log jammed behind me as I tried to get through gate. Had to add $10 in regular fare charges before I could get through. Called ""customer service"", explained my situation and got a big fat ZERO in terms of refund even though they could see I never once used the pass (BECAUSE IT DIDN'T WORK). But they took my money nevertheless. YOU SUCK DC METRO!"
1,"Apr 20, 2015","If you like paying money to be inconvenienced AND have your time squandered, then metro is for you. If you have any other transportation options available to you, then I highly recommend taking that instead of either the buses or trains. Life is too short to use WMATA."
2,"Oct 11, 2019","With metro,  it's always retro steps forward and three steps back.  Jackasses that drive the buses care more about taking extended breaks that customer service."
